graph20_70_3.txt: 
Min Cuts: 29 
R Size | Number of Cuts
Min Cuts: 91 
R Size | Number of Cuts
     1 |             5
     2 |             3
     3 |             0
     4 |             0
     5 |             0
     6 |             0
     7 |             0
     8 |             0
     9 |             0
    10 |             0
    11 |             2
    12 |             3
    13 |             1
    14 |             0
    15 |             3
    16 |             9
    17 |            21
    18 |            32
    19 |             0

graph20_70_49.txt: 
Min Cuts: 91 
R Size | Number of Cuts
     1 |             5
     2 |             2
     3 |             0
     4 |             0
     5 |             0
     6 |             0
     7 |             0
     8 |             0
     9 |             0
    10 |             0
    11 |             0
    12 |             0
    13 |             0
    14 |             1
    15 |             7
    16 |            16
    17 |            12
    18 |            30
    19 |             0

graph20_70_924.txt: 
Min Cuts: 91 
R Size | Number of Cuts
     1 |             5
     2 |             2
     3 |             1
     4 |             4
     5 |             0
     6 |             0
     7 |             0
     8 |             0
     9 |             0
    10 |             0
    11 |             0
    12 |             0
    13 |             0
    14 |             4
    15 |             3
    16 |             7
    17 |            20
    18 |            31
    19 |             0

graph20_70_893.txt: 
Min Cuts: 92 
R Size | Number of Cuts
     1 |             7
     2 |             4
     3 |             1
     4 |             1
     5 |             0
     6 |             0
     7 |             0
     8 |             0
     9 |             0
    10 |             0
    11 |             0
    12 |             1
    13 |             3
    14 |             7
    15 |            11
    16 |            16
    17 |            16
    18 |            13
    19 |             0

graph20_70_835.txt: 
Min Cuts: 92 
R Size | Number of Cuts
     1 |             2
     2 |             1
     3 |             0
     4 |             0
     5 |             0
     6 |             0
     7 |             0
     8 |             0
     9 |             0
    10 |             0
    11 |             0
    12 |             0
    13 |             0
    14 |             1
    15 |             9
    16 |            12
    17 |            16
    18 |            32
    19 |             0

graph20_70_445.txt: 
Min Cuts: 92 
R Size | Number of Cuts
     1 |             5
     2 |             2
     3 |             2
     4 |             1
     5 |             3
     6 |             3
     7 |             3
     8 |             1
     9 |             0
    10 |             0
    11 |             0
    12 |             0
    13 |             0
    14 |             0
    15 |             0
    16 |             0
    17 |            19
    18 |            43
    19 |             0

graph20_70_867.txt: 
Min Cuts: 92 
R Size | Number of Cuts
     1 |             7
     2 |             2
     3 |             0
     4 |             0
     5 |             0
     6 |             0
     7 |             0
     8 |             0
     9 |             0
    10 |             0
    11 |             1
    12 |             1
    13 |             0
    14 |             0
    15 |             1
    16 |             5
    17 |            22
    18 |            39
    19 |             0

graph20_70_405.txt: 
Min Cuts: 92 
R Size | Number of Cuts
     1 |             2
     2 |             2
     3 |             0
     4 |             0
     5 |             0
     6 |             1
     7 |             0
     8 |             0
     9 |             1
    10 |             1
    11 |             3
    12 |             3
    13 |             1
    14 |             7
    15 |            10
    16 |             6
    17 |             9
    18 |            30
    19 |             0

graph20_70_397.txt: 
Min Cuts: 92 
R Size | Number of Cuts
     1 |             2
     2 |             0
     3 |             0
     4 |             0
     5 |             0
     6 |             0
     7 |             0
     8 |             0
     9 |             0
    10 |             0
    11 |             0
    12 |             0
    13 |             0
    14 |             1
    15 |             0
    16 |            25
    17 |            24
    18 |            23
    19 |             0

graph20_70_595.txt: 
Min Cuts: 93 
R Size | Number of Cuts
     1 |             5
     2 |             1
     3 |             0
     4 |             0
     5 |             0
     6 |             0
     7 |             0
     8 |             1
     9 |             0
    10 |             0
    11 |             0
    12 |             3
    13 |             5
    14 |             4
    15 |             8
    16 |            16
    17 |            26
    18 |            11
    19 |             0

graph20_70_40.txt: 
Min Cuts: 93 
R Size | Number of Cuts
     1 |             2
     2 |             2
     3 |             2
     4 |             0
     5 |             0
     6 |             0
     7 |             0
     8 |             0
     9 |             0
    10 |             0
    11 |             0
    12 |             0
    13 |             0
    14 |             1
    15 |             3
    16 |             3
    17 |            19
    18 |            46
    19 |             0

graph20_70_347.txt: 
Min Cuts: 93 
R Size | Number of Cuts
     1 |             7
     2 |             2
     3 |             0
     4 |             2
     5 |             0
     6 |             0
     7 |             0
     8 |             0
     9 |             0
    10 |             1
    11 |             0
    12 |             3
    13 |             5
    14 |             5
    15 |             4
    16 |             5
    17 |            13
    18 |            34
    19 |             0

graph20_70_431.txt: 
Min Cuts: 93 
R Size | Number of Cuts
     1 |             9
     2 |             3
     3 |             0
     4 |             0
     5 |             2
     6 |             1
     7 |             1
     8 |             1
     9 |             0
    10 |             0
    11 |             0
    12 |             0
    13 |             0
    14 |             2
    15 |             8
    16 |            16
    17 |            25
    18 |            12
    19 |             0

graph20_70_488.txt: 
Min Cuts: 93 
R Size | Number of Cuts
     1 |             5
     2 |             1
     3 |             1
     4 |             0
     5 |             0
     6 |             0
     7 |             0
     8 |             0
     9 |             0
    10 |             0
    11 |             1
    12 |             0
    13 |             5
    14 |             1
    15 |             2
    16 |            13
    17 |            14
    18 |            37
    19 |             0

graph20_70_284.txt: 
Min Cuts: 93 
R Size | Number of Cuts
     1 |             6
     2 |             1
     3 |             1
     4 |             0
     5 |             0
     6 |             1
     7 |             0
     8 |             1
     9 |             0
    10 |             0
    11 |             0
    12 |             0
    13 |             0
    14 |             3
    15 |             0
    16 |             7
    17 |            30
    18 |            31
    19 |             0

graph20_70_223.txt: 
Min Cuts: 93 
R Size | Number of Cuts
     1 |             4
     2 |             0
     3 |             0
     4 |             1
     5 |             0
     6 |             0
     7 |             0
     8 |             0
     9 |             0
    10 |             0
    11 |             1
    12 |             0
    13 |             4
    14 |             5
    15 |             6
    16 |             9
    17 |            20
    18 |            29
    19 |             0

graph20_70_468.txt: 
Min Cuts: 94 
R Size | Number of Cuts
     1 |             5
     2 |             1
     3 |             0
     4 |             1
     5 |             0
     6 |             0
     7 |             0
     8 |             0
     9 |             0
    10 |             0
    11 |             0
    12 |             0
    13 |             1
    14 |             1
    15 |             8
    16 |            17
    17 |            20
    18 |            25
    19 |             0

graph20_70_118.txt: 
Min Cuts: 94 
R Size | Number of Cuts
     1 |             1
     2 |             3
     3 |             1
     4 |             2
     5 |             1
     6 |             0
     7 |             0
     8 |             0
     9 |             0
    10 |             0
    11 |             1
    12 |             4
    13 |             0
    14 |             0
    15 |             4
    16 |             5
    17 |            31
    18 |            27
    19 |             0

graph20_70_712.txt: 
Min Cuts: 94 
R Size | Number of Cuts
     1 |             5
     2 |             6
     3 |             4
     4 |             3
     5 |             0
     6 |             0
     7 |             0
     8 |             1
     9 |             0
    10 |             0
    11 |             0
    12 |             1
    13 |             1
    14 |            10
    15 |             6
    16 |             9
    17 |            15
    18 |            26
    19 |             0

graph20_70_677.txt: 
Min Cuts: 94 
R Size | Number of Cuts
     1 |             5
     2 |             1
     3 |             2
     4 |             1
     5 |             1
     6 |             0
     7 |             0
     8 |             0
     9 |             0
    10 |             1
    11 |             0
    12 |             1
    13 |             0
    14 |             4
    15 |             8
    16 |            19
    17 |            26
    18 |            15
    19 |             0

graph20_70_971.txt: 
Min Cuts: 95 
R Size | Number of Cuts
     1 |             2
     2 |             1
     3 |             1
     4 |             0
     5 |             0
     6 |             0
     7 |             0
     8 |             0
     9 |             0
    10 |             0
    11 |             0
    12 |             0
    13 |             0
    14 |             0
    15 |             1
    16 |            16
    17 |            33
    18 |            25
    19 |             0

graph20_70_559.txt: 
Min Cuts: 95 
R Size | Number of Cuts
     1 |             1
     2 |             0
     3 |             0
     4 |             0
     5 |             0
     6 |             0
     7 |             0
     8 |             0
     9 |             0
    10 |             0
    11 |             0
    12 |             0
    13 |             1
    14 |             0
    15 |             2
    16 |             5
    17 |            20
    18 |            49
    19 |             0

graph20_70_224.txt: 
Min Cuts: 95 
R Size | Number of Cuts
     1 |             6
     2 |             2
     3 |             0
     4 |             0
     5 |             0
     6 |             0
     7 |             0
     8 |             0
     9 |             0
    10 |             0
    11 |             0
    12 |             0
    13 |             0
    14 |             0
    15 |             3
    16 |            17
    17 |            32
    18 |            24
    19 |             0

graph20_70_788.txt: 
Min Cuts: 96 
R Size | Number of Cuts
     1 |             1
     2 |             1
     3 |             2
     4 |             0
     5 |             0
     6 |             0
     7 |             0
     8 |             1
     9 |             0
    10 |             0
    11 |             0
    12 |             0
    13 |             0
    14 |             2
    15 |             7
    16 |            19
    17 |            23
    18 |            25
    19 |             0

graph20_70_791.txt: 
Min Cuts: 96 
R Size | Number of Cuts
     1 |             8
     2 |             4
     3 |             0
     4 |             0
     5 |             0
     6 |             0
     7 |             0
     8 |             0
     9 |             0
    10 |             1
    11 |             1
    12 |             1
    13 |             1
    14 |             1
    15 |             7
    16 |            16
    17 |            14
    18 |            32
    19 |             0

graph20_70_287.txt: 
Min Cuts: 96 
R Size | Number of Cuts
     1 |            11
     2 |             2
     3 |             0
     4 |             0
     5 |             0
     6 |             0
     7 |             0
     8 |             0
     9 |             0
    10 |             0
    11 |             0
    12 |             0
    13 |             0
    14 |             4
    15 |             7
    16 |            13
    17 |            19
    18 |            26
    19 |             0

graph20_70_428.txt: 
Min Cuts: 96 
R Size | Number of Cuts
     1 |             7
     2 |             2
     3 |             4
     4 |             1
     5 |             0
     6 |             0
     7 |             0
     8 |             2
     9 |             2
    10 |             0
    11 |             1
    12 |             1
    13 |             1
    14 |             0
    15 |             1
    16 |             6
    17 |            17
    18 |            38
    19 |             0

graph20_70_158.txt: 
Min Cuts: 96 
R Size | Number of Cuts
     1 |             1
     2 |             1
     3 |             0
     4 |             0
     5 |             0
     6 |             0
     7 |             0
     8 |             0
     9 |             0
    10 |             0
    11 |             0
    12 |             2
    13 |             5
    14 |             6
    15 |            13
    16 |            11
    17 |            15
    18 |            25
    19 |             0

graph20_70_75.txt: 
Min Cuts: 96 
R Size | Number of Cuts
     1 |             5
     2 |             2
     3 |             0
     4 |             0
     5 |             0
     6 |             0
     7 |             0
     8 |             0
     9 |             0
    10 |             0
    11 |             0
    12 |             1
    13 |             2
    14 |             5
    15 |             9
    16 |            11
    17 |            19
    18 |            27
    19 |             0

graph20_70_617.txt: 
Min Cuts: 96 
R Size | Number of Cuts
     1 |             6
     2 |             1
     3 |             0
     4 |             1
     5 |             0
     6 |             0
     7 |             0
     8 |             0
     9 |             0
    10 |             0
    11 |             0
    12 |             0
    13 |             0
    14 |             0
    15 |             1
    16 |             5
    17 |            29
    18 |            39
    19 |             0

graph20_70_562.txt: 
Min Cuts: 96 
R Size | Number of Cuts
     1 |             4
     2 |             2
     3 |             0
     4 |             3
     5 |             1
     6 |             2
     7 |             0
     8 |             0
     9 |             1
    10 |             1
    11 |             0
    12 |             0
    13 |             0
    14 |             1
    15 |             2
    16 |            12
    17 |            23
    18 |            30
    19 |             0

graph20_70_739.txt: 
Min Cuts: 97 
R Size | Number of Cuts
     1 |             4
     2 |             1
     3 |             0
     4 |             1
     5 |             0
     6 |             0
     7 |             0
     8 |             0
     9 |             0
    10 |             0
    11 |             0
    12 |             0
    13 |             1
    14 |             6
    15 |            10
    16 |            18
    17 |            23
    18 |            18
    19 |             0

graph20_70_442.txt: 
Min Cuts: 97 
R Size | Number of Cuts
     1 |             7
     2 |             2
     3 |             2
     4 |             0
     5 |             0
     6 |             1
     7 |             0
     8 |             0
     9 |             0
    10 |             1
    11 |             1
    12 |             0
    13 |             0
    14 |             7
    15 |             7
    16 |            18
    17 |            18
    18 |            18
    19 |             0

graph20_70_371.txt: 
Min Cuts: 97 
R Size | Number of Cuts
     1 |             4
     2 |             2
     3 |             0
     4 |             0
     5 |             1
     6 |             0
     7 |             0
     8 |             0
     9 |             0
    10 |             0
    11 |             0
    12 |             1
    13 |             0
    14 |             2
    15 |             6
    16 |            16
    17 |            12
    18 |            38
    19 |             0

graph20_70_104.txt: 
Min Cuts: 97 
R Size | Number of Cuts
     1 |             6
     2 |             2
     3 |             1
     4 |             0
     5 |             1
     6 |             0
     7 |             1
     8 |             0
     9 |             0
    10 |             0
    11 |             1
    12 |             2
    13 |             2
    14 |             3
    15 |             1
    16 |             8
    17 |            14
    18 |            41
    19 |             0

graph20_70_393.txt: 
Min Cuts: 97 
R Size | Number of Cuts
     1 |             4
     2 |             4
     3 |             2
     4 |             0
     5 |             0
     6 |             0
     7 |             0
     8 |             0
     9 |             0
    10 |             0
    11 |             0
    12 |             0
    13 |             0
    14 |             1
    15 |             6
    16 |             8
    17 |            18
    18 |            40
    19 |             0

graph20_70_369.txt: 
Min Cuts: 97 
R Size | Number of Cuts
     1 |             7
     2 |             5
     3 |             3
     4 |             0
     5 |             0
     6 |             1
     7 |             1
     8 |             0
     9 |             0
    10 |             0
    11 |             0
    12 |             2
    13 |             4
    14 |             7
    15 |             8
    16 |            19
    17 |            14
    18 |            16
    19 |             0

graph20_70_541.txt: 
Min Cuts: 98 
R Size | Number of Cuts
     1 |             4
     2 |             1
     3 |             0
     4 |             2
     5 |             0
     6 |             0
     7 |             0
     8 |             0
     9 |             0
    10 |             0
    11 |             0
    12 |             0
    13 |             3
    14 |             7
    15 |            10
    16 |            12
    17 |            25
    18 |            20
    19 |             0

graph20_70_983.txt: 
Min Cuts: 98 
R Size | Number of Cuts
     1 |             3
     2 |             2
     3 |             1
     4 |             1
     5 |             0
     6 |             0
     7 |             0
     8 |             0
     9 |             0
    10 |             0
    11 |             0
    12 |             0
    13 |             0
    14 |             0
    15 |             0
    16 |             5
    17 |            22
    18 |            46
    19 |             0

graph20_70_847.txt: 
Min Cuts: 98 
R Size | Number of Cuts
     1 |             7
     2 |             0
     3 |             1
     4 |             1
     5 |             0
     6 |             0
     7 |             0
     8 |             0
     9 |             1
    10 |             0
    11 |             0
    12 |             0
    13 |             0
    14 |             0
    15 |             6
    16 |            17
    17 |            20
    18 |            32
    19 |             0

graph20_70_330.txt: 
Min Cuts: 98 
R Size | Number of Cuts
     1 |             2
     2 |             0
     3 |             0
     4 |             0
     5 |             0
     6 |             0
     7 |             0
     8 |             0
     9 |             0
    10 |             0
    11 |             0
    12 |             0
    13 |             1
    14 |             4
    15 |             4
    16 |            17
    17 |            23
    18 |            30
    19 |             0

graph20_70_984.txt: 
Min Cuts: 98 
R Size | Number of Cuts
     1 |             1
     2 |             2
     3 |             0
     4 |             1
     5 |             1
     6 |             0
     7 |             3
     8 |             2
     9 |             2
    10 |             3
    11 |             1
    12 |             1
    13 |             4
    14 |             3
    15 |            12
    16 |            17
    17 |            22
    18 |             9
    19 |             0

graph20_70_47.txt: 
Min Cuts: 98 
R Size | Number of Cuts
     1 |             3
     2 |             2
     3 |             1
     4 |             0
     5 |             0
     6 |             0
     7 |             0
     8 |             0
     9 |             0
    10 |             0
    11 |             0
    12 |             1
    13 |             0
    14 |             2
    15 |             9
    16 |            11
    17 |            27
    18 |            30
    19 |             0

graph20_70_794.txt: 
Min Cuts: 98 
R Size | Number of Cuts
     1 |             2
     2 |             1
     3 |             0
     4 |             0
     5 |             1
     6 |             0
     7 |             1
     8 |             0
     9 |             1
    10 |             0
    11 |             0
    12 |             0
    13 |             6
    14 |             6
    15 |             8
    16 |            17
    17 |            16
    18 |            23
    19 |             0

graph20_70_549.txt: 
Min Cuts: 98 
R Size | Number of Cuts
     1 |             2
     2 |             2
     3 |             0
     4 |             0
     5 |             0
     6 |             0
     7 |             0
     8 |             0
     9 |             0
    10 |             0
    11 |             0
    12 |             2
    13 |             5
    14 |             3
    15 |             8
    16 |            12
    17 |            22
    18 |            27
    19 |             0

graph20_70_978.txt: 
Min Cuts: 99 
R Size | Number of Cuts
     1 |             3
     2 |             1
     3 |             0
     4 |             0
     5 |             0
     6 |             0
     7 |             0
     8 |             0
     9 |             0
    10 |             0
    11 |             0
    12 |             0
    13 |             0
    14 |             4
    15 |             9
    16 |            22
    17 |             7
    18 |            36
    19 |             0

graph20_70_746.txt: 
Min Cuts: 99 
R Size | Number of Cuts
     1 |             2
     2 |             1
     3 |             1
     4 |             0
     5 |             0
     6 |             0
     7 |             0
     8 |             0
     9 |             1
    10 |             1
    11 |             1
    12 |             1
    13 |             4
    14 |             9
    15 |            14
    16 |            14
    17 |            16
    18 |            20
    19 |             0

graph20_70_56.txt: 
Min Cuts: 99 
R Size | Number of Cuts
     1 |             8
     2 |             1
     3 |             3
     4 |             0
     5 |             0
     6 |             0
     7 |             1
     8 |             0
     9 |             0
    10 |             0
    11 |             0
    12 |             0
    13 |             0
    14 |             0
    15 |             3
    16 |            12
    17 |            27
    18 |            30
    19 |             0

graph20_70_67.txt: 
Min Cuts: 99 
R Size | Number of Cuts
     1 |             2
     2 |             2
     3 |             0
     4 |             0
     5 |             0
     6 |             0
     7 |             0
     8 |             0
     9 |             0
    10 |             0
    11 |             0
    12 |             0
    13 |             0
    14 |             0
    15 |             2
    16 |            10
    17 |            30
    18 |            34
    19 |             0

graph20_70_812.txt: 
Min Cuts: 99 
R Size | Number of Cuts
     1 |             6
     2 |             3
     3 |             2
     4 |             1
     5 |             1
     6 |             1
     7 |             0
     8 |             0
     9 |             1
    10 |             1
    11 |             1
    12 |             1
    13 |             2
    14 |             3
    15 |             9
    16 |            12
    17 |            19
    18 |            26
    19 |             0

graph20_70_841.txt: 
Min Cuts: 99 
R Size | Number of Cuts
     1 |             3
     2 |             1
     3 |             0
     4 |             1
     5 |             0
     6 |             0
     7 |             2
     8 |             0
     9 |             0
    10 |             1
    11 |             0
    12 |             0
    13 |             0
    14 |             2
    15 |             5
    16 |            17
    17 |            22
    18 |            30
    19 |             0

graph20_70_474.txt: 
Min Cuts: 100 
R Size | Number of Cuts
     1 |             5
     2 |             2
     3 |             0
     4 |             0
     5 |             0
     6 |             0
     7 |             0
     8 |             0
     9 |             0
    10 |             0
    11 |             0
    12 |             0
    13 |             0
    14 |             4
    15 |             6
    16 |            13
    17 |            23
    18 |            33
    19 |             0

graph20_70_77.txt: 
Min Cuts: 100 
R Size | Number of Cuts
     1 |             7
     2 |             3
     3 |             2
     4 |             2
     5 |             0
     6 |             1
     7 |             0
     8 |             0
     9 |             0
    10 |             0
    11 |             0
    12 |             0
    13 |             0
    14 |             3
    15 |            16
    16 |            28
    17 |            18
    18 |             7
    19 |             0

graph20_70_678.txt: 
Min Cuts: 100 
R Size | Number of Cuts
     1 |             2
     2 |             2
     3 |             0
     4 |             1
     5 |             1
     6 |             0
     7 |             0
     8 |             0
     9 |             0
    10 |             0
    11 |             0
    12 |             0
    13 |             1
    14 |             5
    15 |             6
    16 |            14
    17 |            34
    18 |            18
    19 |             0

graph20_70_84.txt: 
Min Cuts: 100 
R Size | Number of Cuts
     1 |            11
     2 |             1
     3 |             0
     4 |             0
     5 |             0
     6 |             0
     7 |             0
     8 |             0
     9 |             0
    10 |             0
    11 |             0
    12 |             0
    13 |             1
    14 |             6
    15 |            10
    16 |             5
    17 |            10
    18 |            42
    19 |             0

graph20_70_758.txt: 
Min Cuts: 100 
R Size | Number of Cuts
     1 |             7
     2 |             7
     3 |             0
     4 |             0
     5 |             0
     6 |             0
     7 |             0
     8 |             0
     9 |             0
    10 |             0
    11 |             0
    12 |             0
    13 |             1
    14 |             5
    15 |            11
    16 |            17
    17 |            12
    18 |            30
    19 |             0

graph20_70_87.txt: 
Min Cuts: 100 
R Size | Number of Cuts
     1 |             4
     2 |             3
     3 |             2
     4 |             1
     5 |             0
     6 |             0
     7 |             2
     8 |             1
     9 |             1
    10 |             3
    11 |             2
    12 |             4
    13 |             7
    14 |             2
    15 |             5
    16 |            11
    17 |            17
    18 |            22
    19 |             0

graph20_70_821.txt: 
Min Cuts: 100 
R Size | Number of Cuts
     1 |             5
     2 |             4
     3 |             2
     4 |             1
     5 |             1
     6 |             1
     7 |             2
     8 |             1
     9 |             4
    10 |             3
    11 |             1
    12 |             5
    13 |             3
    14 |             5
    15 |            13
    16 |             7
    17 |            14
    18 |            18
    19 |             0

graph20_70_408.txt: 
Min Cuts: 100 
R Size | Number of Cuts
     1 |             5
     2 |             3
     3 |             0
     4 |             0
     5 |             0
     6 |             0
     7 |             0
     8 |             1
     9 |             1
    10 |             0
    11 |             0
    12 |             0
    13 |             0
    14 |             2
    15 |             5
    16 |            21
    17 |            14
    18 |            32
    19 |             0

graph20_70_303.txt: 
Min Cuts: 100 
R Size | Number of Cuts
     1 |             4
     2 |             0
     3 |             1
     4 |             0
     5 |             0
     6 |             0
     7 |             0
     8 |             0
     9 |             0
    10 |             0
    11 |             0
    12 |             1
    13 |             3
    14 |             6
    15 |             6
    16 |             5
    17 |            30
    18 |            29
    19 |             0

graph20_70_85.txt: 
Min Cuts: 100 
R Size | Number of Cuts
     1 |             3
     2 |             2
     3 |             0
     4 |             0
     5 |             0
     6 |             0
     7 |             1
     8 |             0
     9 |             0
    10 |             0
    11 |             1
    12 |             2
    13 |             1
    14 |             2
    15 |             5
    16 |            16
    17 |            22
    18 |            29
    19 |             0

graph20_70_466.txt: 
Min Cuts: 100 
R Size | Number of Cuts
     1 |             5
     2 |             1
     3 |             0
     4 |             0
     5 |             0
     6 |             0
     7 |             0
     8 |             0
     9 |             0
    10 |             0
    11 |             0
    12 |             1
    13 |             4
    14 |             5
    15 |            17
    16 |            21
    17 |            14
    18 |            22
    19 |             0

graph20_70_958.txt: 
Min Cuts: 100 
R Size | Number of Cuts
     1 |             2
     2 |             3
     3 |             0
     4 |             0
     5 |             0
     6 |             1
     7 |             0
     8 |             0
     9 |             1
    10 |             0
    11 |             0
    12 |             0
    13 |             0
    14 |             3
    15 |             4
    16 |            10
    17 |            33
    18 |            29
    19 |             0

graph20_70_798.txt: 
Min Cuts: 101 
R Size | Number of Cuts
     1 |             3
     2 |             0
     3 |             0
     4 |             1
     5 |             0
     6 |             1
     7 |             0
     8 |             0
     9 |             1
    10 |             0
    11 |             2
    12 |             1
    13 |             7
    14 |             0
    15 |             7
    16 |            16
    17 |            14
    18 |            34
    19 |             0

graph20_70_780.txt: 
Min Cuts: 101 
R Size | Number of Cuts
     1 |             5
     2 |             1
     3 |             1
     4 |             0
     5 |             0
     6 |             1
     7 |             1
     8 |             0
     9 |             0
    10 |             0
    11 |             0
    12 |             0
    13 |             3
    14 |             3
    15 |             2
    16 |            15
    17 |            22
    18 |            33
    19 |             0

graph20_70_910.txt: 
Min Cuts: 101 
R Size | Number of Cuts
     1 |             4
     2 |             1
     3 |             0
     4 |             0
     5 |             0
     6 |             0
     7 |             0
     8 |             0
     9 |             0
    10 |             0
    11 |             0
    12 |             1
    13 |             2
    14 |             3
    15 |             5
    16 |            16
    17 |            32
    18 |            22
    19 |             0

graph20_70_411.txt: 
Min Cuts: 101 
R Size | Number of Cuts
     1 |             1
     2 |             1
     3 |             0
     4 |             0
     5 |             0
     6 |             0
     7 |             0
     8 |             0
     9 |             0
    10 |             2
    11 |             6
    12 |             8
    13 |             6
    14 |            11
    15 |            11
    16 |             1
    17 |             9
    18 |            28
    19 |             0

graph20_70_499.txt: 
Min Cuts: 101 
R Size | Number of Cuts
     1 |             9
     2 |             4
     3 |             2
     4 |             1
     5 |             0
     6 |             1
     7 |             0
     8 |             1
     9 |             0
    10 |             0
    11 |             1
    12 |             0
    13 |             6
    14 |             4
    15 |             4
    16 |            14
    17 |            19
    18 |            23
    19 |             0

graph20_70_631.txt: 
Min Cuts: 101 
R Size | Number of Cuts
     1 |             4
     2 |             4
     3 |             2
     4 |             1
     5 |             0
     6 |             0
     7 |             0
     8 |             3
     9 |             0
    10 |             0
    11 |             2
    12 |             6
    13 |             1
    14 |             1
    15 |             2
    16 |            14
    17 |             9
    18 |            38
    19 |             0

graph20_70_868.txt: 
Min Cuts: 102 
R Size | Number of Cuts
     1 |             2
     2 |             1
     3 |             0
     4 |             2
     5 |             2
     6 |             2
     7 |             0
     8 |             0
     9 |             0
    10 |             1
    11 |             0
    12 |             0
    13 |             0
    14 |             3
    15 |             9
    16 |            20
    17 |            18
    18 |            25
    19 |             0

graph20_70_582.txt: 
Min Cuts: 102 
R Size | Number of Cuts
     1 |             0
     2 |             0
     3 |             0
     4 |             0
     5 |             0
     6 |             0
     7 |             0
     8 |             0
     9 |             0
    10 |             0
    11 |             0
    12 |             0
    13 |             0
    14 |             5
    15 |             8
    16 |            21
    17 |            28
    18 |            22
    19 |             0

graph20_70_721.txt: 
Min Cuts: 102 
R Size | Number of Cuts
     1 |             5
     2 |             6
     3 |             5
     4 |             2
     5 |             3
     6 |             0
     7 |             1
     8 |             1
     9 |             2
    10 |             3
    11 |             1
    12 |             4
    13 |             5
    14 |             5
    15 |             9
    16 |            13
    17 |            13
    18 |            14
    19 |             0

graph20_70_962.txt: 
Min Cuts: 102 
R Size | Number of Cuts
     1 |             5
     2 |             2
     3 |             2
     4 |             2
     5 |             1
     6 |             0
     7 |             3
     8 |             0
     9 |             2
    10 |             0
    11 |             0
    12 |             2
    13 |             2
    14 |             7
    15 |            12
    16 |            14
    17 |            15
    18 |            22
    19 |             0

graph20_70_401.txt: 
Min Cuts: 102 
R Size | Number of Cuts
     1 |            12
     2 |             7
     3 |             3
     4 |             3
     5 |             5
     6 |             2
     7 |             0
     8 |             1
     9 |             2
    10 |             2
    11 |             0
    12 |             2
    13 |             4
    14 |             2
    15 |             7
    16 |             8
    17 |            18
    18 |            14
    19 |             0

graph20_70_647.txt: 
Min Cuts: 102 
R Size | Number of Cuts
     1 |             4
     2 |             1
     3 |             2
     4 |             0
     5 |             0
     6 |             0
     7 |             0
     8 |             0
     9 |             1
    10 |             0
    11 |             1
    12 |             3
    13 |             8
    14 |            17
    15 |            15
    16 |            11
    17 |            11
    18 |            15
    19 |             0

graph20_70_699.txt: 
Min Cuts: 103 
R Size | Number of Cuts
     1 |             4
     2 |             2
     3 |             0
     4 |             0
     5 |             0
     6 |             0
     7 |             0
     8 |             0
     9 |             0
    10 |             1
    11 |             2
    12 |             1
    13 |             5
    14 |             5
    15 |             3
    16 |             3
    17 |            25
    18 |            36
    19 |             0

graph20_70_907.txt: 
Min Cuts: 103 
R Size | Number of Cuts
     1 |             5
     2 |             0
     3 |             0
     4 |             0
     5 |             0
     6 |             0
     7 |             0
     8 |             0
     9 |             0
    10 |             0
    11 |             0
    12 |             1
    13 |             0
    14 |             2
    15 |             6
    16 |            27
    17 |            29
    18 |            18
    19 |             0

graph20_70_186.txt: 
Min Cuts: 103 
R Size | Number of Cuts
     1 |             5
     2 |             2
     3 |             1
     4 |             4
     5 |             2
     6 |             2
     7 |             2
     8 |             0
     9 |             2
    10 |             0
    11 |             0
    12 |             0
    13 |             2
    14 |             7
    15 |             3
    16 |             7
    17 |            29
    18 |            22
    19 |             0

graph20_70_219.txt: 
Min Cuts: 103 
R Size | Number of Cuts
     1 |             2
     2 |             0
     3 |             0
     4 |             0
     5 |             0
     6 |             0
     7 |             0
     8 |             0
     9 |             2
    10 |             0
    11 |             0
    12 |             0
    13 |             1
    14 |             0
    15 |             7
    16 |            12
    17 |            33
    18 |            31
    19 |             0

graph20_70_580.txt: 
Min Cuts: 103 
R Size | Number of Cuts
     1 |             3
     2 |             0
     3 |             0
     4 |             0
     5 |             0
     6 |             0
     7 |             1
     8 |             0
     9 |             0
    10 |             2
    11 |             2
    12 |             3
    13 |            10
    14 |             9
    15 |            12
    16 |             9
    17 |            17
    18 |            20
    19 |             0

graph20_70_719.txt: 
Min Cuts: 104 
R Size | Number of Cuts
     1 |             2
     2 |             1
     3 |             1
     4 |             0
     5 |             0
     6 |             0
     7 |             0
     8 |             0
     9 |             0
    10 |             0
    11 |             0
    12 |             0
    13 |             3
    14 |            10
    15 |            11
    16 |            13
    17 |            27
    18 |            21
    19 |             0

graph20_70_977.txt: 
Min Cuts: 104 
R Size | Number of Cuts
     1 |             7
     2 |             1
     3 |             2
     4 |             0
     5 |             0
     6 |             0
     7 |             0
     8 |             0
     9 |             0
    10 |             0
    11 |             9
    12 |             2
    13 |             3
    14 |            14
    15 |            18
    16 |            17
    17 |            13
    18 |            10
    19 |             0

graph20_70_297.txt: 
Min Cuts: 104 
R Size | Number of Cuts
