graph20_40_852.txt: 
Min Cuts: 37 
R Size | Number of Cuts
    18 |             4
    19 |             0

graph20_40_583.txt: 
Min Cuts: 47 
R Size | Number of Cuts
     1 |             3
     2 |             9
     3 |             2
     4 |             4
     5 |             1
     6 |             5
     7 |             4
     8 |             2
     9 |             0
    10 |             3
    11 |             0
    12 |             0
    13 |             0
    14 |             1
    15 |             0
    16 |             2
    17 |             2
    18 |             0
    19 |             0

graph20_40_671.txt: 
Min Cuts: 48 
R Size | Number of Cuts
     1 |             4
     2 |             6
     3 |             8
     4 |             4
     5 |             2
     6 |             2
     7 |             1
     8 |             2
     9 |             1
    10 |             0
    11 |             1
    12 |             2
    13 |             2
    14 |             0
    15 |             0
    16 |             1
    17 |             3
    18 |             0
    19 |             0

graph20_40_123.txt: 
Min Cuts: 48 
R Size | Number of Cuts
     1 |             5
     2 |             2
     3 |             2
     4 |             3
     5 |             4
     6 |             3
     7 |             1
     8 |             0
     9 |             0
    10 |             0
    11 |             0
    12 |             0
    13 |             4
    14 |             1
    15 |             5
    16 |             4
    17 |             2
    18 |             3
    19 |             0

graph20_40_558.txt: 
Min Cuts: 49 
R Size | Number of Cuts
     1 |             6
     2 |             5
     3 |             1
     4 |             2
     5 |             0
     6 |             1
     7 |             1
     8 |             1
     9 |             1
    10 |             0
    11 |             0
    12 |             0
    13 |             0
    14 |             0
    15 |             2
    16 |             0
    17 |             7
    18 |            11
    19 |             0

graph20_40_444.txt: 
Min Cuts: 49 
R Size | Number of Cuts
     1 |             5
     2 |             3
     3 |             3
     4 |             1
     5 |             1
     6 |             0
     7 |             1
     8 |             1
     9 |             4
    10 |             3
    11 |             0
    12 |             1
    13 |             2
    14 |             4
    15 |             1
    16 |             1
    17 |             4
    18 |             3
    19 |             0

graph20_40_555.txt: 
Min Cuts: 49 
R Size | Number of Cuts
     1 |             6
     2 |             4
     3 |             1
     4 |             5
     5 |             1
     6 |             0
     7 |             2
     8 |             0
     9 |             0
    10 |             1
    11 |             1
    12 |             1
    13 |             2
    14 |             1
    15 |             0
    16 |             3
    17 |             6
    18 |             6
    19 |             0

graph20_40_157.txt: 
Min Cuts: 50 
R Size | Number of Cuts
     1 |             6
     2 |             3
     3 |             2
     4 |             1
     5 |             0
     6 |             2
     7 |             0
     8 |             1
     9 |             3
    10 |             1
    11 |             0
    12 |             0
    13 |             0
    14 |             0
    15 |             3
    16 |             4
    17 |             5
    18 |             8
    19 |             0

graph20_40_851.txt: 
Min Cuts: 50 
R Size | Number of Cuts
     1 |             9
     2 |             3
     3 |             1
     4 |             2
     5 |             1
     6 |             0
     7 |             1
     8 |             1
     9 |             0
    10 |             0
    11 |             0
    12 |             0
    13 |             0
    14 |             0
    15 |             0
    16 |             4
    17 |             7
    18 |             9
    19 |             0

graph20_40_232.txt: 
Min Cuts: 51 
R Size | Number of Cuts
     1 |             9
     2 |             3
     3 |             0
     4 |             1
     5 |             0
     6 |             0
     7 |             1
     8 |             0
     9 |             0
    10 |             0
    11 |             0
    12 |             0
    13 |             0
    14 |             3
    15 |             9
    16 |             1
    17 |             8
    18 |             4
    19 |             0

graph20_40_53.txt: 
Min Cuts: 51 
R Size | Number of Cuts
     1 |             7
     2 |             3
     3 |             2
     4 |             5
     5 |             4
     6 |             0
     7 |             0
     8 |             0
     9 |             0
    10 |             0
    11 |             0
    12 |             1
    13 |             3
    14 |             2
    15 |             2
    16 |             3
    17 |             6
    18 |             5
    19 |             0

graph20_40_610.txt: 
Min Cuts: 52 
R Size | Number of Cuts
     1 |             4
     2 |             5
     3 |             6
     4 |             6
     5 |             6
     6 |             3
     7 |             1
     8 |             0
     9 |             0
    10 |             0
    11 |             1
    12 |             1
    13 |             1
    14 |             1
    15 |             1
    16 |             2
    17 |             3
    18 |             5
    19 |             0

graph20_40_646.txt: 
Min Cuts: 52 
R Size | Number of Cuts
     1 |             5
     2 |             6
     3 |             6
     4 |             6
     5 |             4
     6 |             1
     7 |             2
     8 |             3
     9 |             0
    10 |             0
    11 |             1
    12 |             0
    13 |             0
    14 |             0
    15 |             0
    16 |             0
    17 |             1
    18 |             5
    19 |             0

graph20_40_725.txt: 
Min Cuts: 52 
R Size | Number of Cuts
     1 |             4
     2 |             6
     3 |             5
     4 |             6
     5 |             4
     6 |             3
     7 |             0
     8 |             0
     9 |             0
    10 |             0
    11 |             0
    12 |             3
    13 |             2
    14 |             1
    15 |             2
    16 |             5
    17 |             4
    18 |             1
    19 |             0

graph20_40_757.txt: 
Min Cuts: 52 
R Size | Number of Cuts
     1 |             6
     2 |             1
     3 |             5
     4 |             6
     5 |             5
     6 |             2
     7 |             0
     8 |             1
     9 |             1
    10 |             1
    11 |             1
    12 |             1
    13 |             0
    14 |             1
    15 |             0
    16 |             4
    17 |             1
    18 |             7
    19 |             0

graph20_40_465.txt: 
Min Cuts: 52 
R Size | Number of Cuts
     1 |             8
     2 |             5
     3 |             3
     4 |             1
     5 |             2
     6 |             0
     7 |             2
     8 |             1
     9 |             1
    10 |             1
    11 |             0
    12 |             1
    13 |             1
    14 |             1
    15 |             0
    16 |             4
    17 |             4
    18 |             6
    19 |             0

graph20_40_889.txt: 
Min Cuts: 52 
R Size | Number of Cuts
     1 |             9
     2 |             1
     3 |             2
     4 |             1
     5 |             1
     6 |             3
     7 |             6
     8 |             4
     9 |             1
    10 |             0
    11 |             1
    12 |             1
    13 |             1
    14 |             1
    15 |             1
    16 |             2
    17 |             3
    18 |             3
    19 |             0

graph20_40_277.txt: 
Min Cuts: 52 
R Size | Number of Cuts
     1 |             7
     2 |             3
     3 |             0
     4 |             0
     5 |             0
     6 |             0
     7 |             1
     8 |             3
     9 |             5
    10 |             4
    11 |             1
    12 |             0
    13 |             0
    14 |             0
    15 |             1
    16 |             2
    17 |             3
    18 |             8
    19 |             0

graph20_40_945.txt: 
Min Cuts: 53 
R Size | Number of Cuts
     1 |             9
     2 |             3
     3 |             3
     4 |             3
     5 |             0
     6 |             1
     7 |             1
     8 |             2
     9 |             1
    10 |             0
    11 |             0
    12 |             0
    13 |             1
    14 |             2
    15 |             1
    16 |             7
    17 |             4
    18 |             4
    19 |             0

graph20_40_557.txt: 
Min Cuts: 53 
R Size | Number of Cuts
     1 |             9
     2 |             5
     3 |             4
     4 |             2
     5 |             1
     6 |             0
     7 |             0
     8 |             0
     9 |             0
    10 |             1
    11 |             1
    12 |             2
    13 |             1
    14 |             0
    15 |             1
    16 |             3
    17 |             5
    18 |             6
    19 |             0

graph20_40_860.txt: 
Min Cuts: 53 
R Size | Number of Cuts
     1 |             4
     2 |             3
     3 |             3
     4 |             2
     5 |             4
     6 |             1
     7 |             0
     8 |             0
     9 |             0
    10 |             1
    11 |             0
    12 |             0
    13 |             0
    14 |             3
    15 |             3
    16 |             3
    17 |             7
    18 |             9
    19 |             0

graph20_40_314.txt: 
Min Cuts: 53 
R Size | Number of Cuts
     1 |             5
     2 |             3
     3 |             1
     4 |             0
     5 |             0
     6 |             0
     7 |             0
     8 |             1
     9 |             1
    10 |             1
    11 |             0
    12 |             0
    13 |             0
    14 |             0
    15 |             0
    16 |             7
    17 |            13
    18 |             6
    19 |             0

graph20_40_927.txt: 
Min Cuts: 53 
R Size | Number of Cuts
     1 |             8
     2 |             4
     3 |             2
     4 |             3
     5 |             2
     6 |             1
     7 |             0
     8 |             1
     9 |             1
    10 |             1
    11 |             0
    12 |             2
    13 |             2
    14 |             1
    15 |             6
    16 |             2
    17 |             3
    18 |             6
    19 |             0

graph20_40_820.txt: 
Min Cuts: 53 
R Size | Number of Cuts
     1 |             4
     2 |             1
     3 |             0
     4 |             0
     5 |             0
     6 |             0
     7 |             0
     8 |             0
     9 |             0
    10 |             0
    11 |             0
    12 |             1
    13 |             1
    14 |             2
    15 |             3
    16 |             8
    17 |             9
    18 |             8
    19 |             0

graph20_40_202.txt: 
Min Cuts: 53 
R Size | Number of Cuts
     1 |             3
     2 |             4
     3 |             5
     4 |             2
     5 |             1
     6 |             1
     7 |             4
     8 |             2
     9 |             0
    10 |             2
    11 |             0
    12 |             0
    13 |             0
    14 |             3
    15 |             3
    16 |             2
    17 |             5
    18 |             7
    19 |             0

graph20_40_768.txt: 
Min Cuts: 53 
R Size | Number of Cuts
     1 |             7
     2 |             3
     3 |             0
     4 |             0
     5 |             1
     6 |             0
     7 |             2
     8 |             0
     9 |             1
    10 |             2
    11 |             1
    12 |             0
    13 |             0
    14 |             3
    15 |             3
    16 |             3
    17 |             5
    18 |             7
    19 |             0

graph20_40_545.txt: 
Min Cuts: 53 
R Size | Number of Cuts
     1 |             6
     2 |             9
     3 |             3
     4 |             4
     5 |             3
     6 |             4
     7 |             1
     8 |             1
     9 |             1
    10 |             0
    11 |             1
    12 |             0
    13 |             1
    14 |             2
    15 |             1
    16 |             2
    17 |             1
    18 |             0
    19 |             0

graph20_40_816.txt: 
Min Cuts: 53 
R Size | Number of Cuts
     1 |             7
     2 |             2
     3 |             5
     4 |             2
     5 |             1
     6 |             0
     7 |             1
     8 |             2
     9 |             0
    10 |             0
    11 |             1
    12 |             0
    13 |             1
    14 |             2
    15 |             2
    16 |             6
    17 |             6
    18 |             5
    19 |             0

graph20_40_775.txt: 
Min Cuts: 53 
R Size | Number of Cuts
     1 |             6
     2 |             5
     3 |             3
     4 |             8
     5 |             6
     6 |             2
     7 |             1
     8 |             0
     9 |             0
    10 |             1
    11 |             0
    12 |             0
    13 |             0
    14 |             0
    15 |             0
    16 |             3
    17 |             4
    18 |             6
    19 |             0

graph20_40_566.txt: 
Min Cuts: 53 
R Size | Number of Cuts
     1 |             6
     2 |             5
     3 |             1
     4 |             0
     5 |             1
     6 |             3
     7 |             2
     8 |             2
     9 |             3
    10 |             1
    11 |             2
    12 |             2
    13 |             2
    14 |             4
    15 |             2
    16 |             1
    17 |             4
    18 |             3
    19 |             0

graph20_40_284.txt: 
Min Cuts: 53 
R Size | Number of Cuts
     1 |             7
     2 |             6
     3 |             1
     4 |             2
     5 |             2
     6 |             1
     7 |             1
     8 |             0
     9 |             0
    10 |             1
    11 |             1
    12 |             0
    13 |             0
    14 |             1
    15 |             1
    16 |             2
    17 |             4
    18 |             8
    19 |             0

graph20_40_556.txt: 
Min Cuts: 53 
R Size | Number of Cuts
     1 |             8
     2 |             5
     3 |             4
     4 |             2
     5 |             2
     6 |             1
     7 |             1
     8 |             1
     9 |             1
    10 |             0
    11 |             1
    12 |             2
    13 |             4
    14 |             2
    15 |             2
    16 |             1
    17 |             4
    18 |             1
    19 |             0

graph20_40_584.txt: 
Min Cuts: 54 
R Size | Number of Cuts
     1 |             4
     2 |             0
     3 |             0
     4 |             0
     5 |             0
     6 |             0
     7 |             0
     8 |             0
     9 |             0
    10 |             0
    11 |             0
    12 |             0
    13 |             0
    14 |             1
    15 |             3
    16 |             4
    17 |            13
    18 |            13
    19 |             0

graph20_40_310.txt: 
Min Cuts: 54 
R Size | Number of Cuts
     1 |             7
     2 |             2
     3 |             0
     4 |             3
     5 |             3
     6 |             2
     7 |             5
     8 |             2
     9 |             0
    10 |             1
    11 |             0
    12 |             1
    13 |             2
    14 |             0
    15 |             0
    16 |             3
    17 |             3
    18 |             8
    19 |             0

graph20_40_576.txt: 
Min Cuts: 54 
R Size | Number of Cuts
     1 |             2
     2 |             4
     3 |             4
     4 |             3
     5 |             2
     6 |             0
     7 |             1
     8 |             1
     9 |             0
    10 |             0
    11 |             0
    12 |             0
    13 |             0
    14 |             2
    15 |             0
    16 |             7
    17 |            10
    18 |             6
    19 |             0

graph20_40_535.txt: 
Min Cuts: 54 
R Size | Number of Cuts
     1 |             6
     2 |             3
     3 |             1
     4 |             0
     5 |             1
     6 |             1
     7 |             1
     8 |             2
     9 |             0
    10 |             1
    11 |             2
    12 |             0
    13 |             2
    14 |             2
    15 |             4
    16 |             5
    17 |             4
    18 |             5
    19 |             0

graph20_40_650.txt: 
Min Cuts: 54 
R Size | Number of Cuts
     1 |             7
     2 |             3
     3 |             2
     4 |             3
     5 |             2
     6 |             0
     7 |             2
     8 |             1
     9 |             4
    10 |             6
    11 |             1
    12 |             3
    13 |             1
    14 |             2
    15 |             0
    16 |             2
    17 |             2
    18 |             1
    19 |             0

graph20_40_642.txt: 
Min Cuts: 54 
R Size | Number of Cuts
     1 |             6
     2 |             4
     3 |             3
     4 |             1
     5 |             1
     6 |             1
     7 |             1
     8 |             2
     9 |             1
    10 |             3
    11 |             1
    12 |             2
    13 |             1
    14 |             1
    15 |             3
    16 |             3
    17 |             4
    18 |             5
    19 |             0

graph20_40_834.txt: 
Min Cuts: 54 
R Size | Number of Cuts
     1 |             9
     2 |             1
     3 |             1
     4 |             1
     5 |             0
     6 |             1
     7 |             1
     8 |             0
     9 |             0
    10 |             2
    11 |             1
    12 |             0
    13 |             1
    14 |             1
    15 |             2
    16 |             4
    17 |             8
    18 |             8
    19 |             0

graph20_40_526.txt: 
Min Cuts: 54 
R Size | Number of Cuts
     1 |             5
     2 |             4
     3 |             3
     4 |             0
     5 |             1
     6 |             1
     7 |             1
     8 |             1
     9 |             0
    10 |             0
    11 |             2
    12 |             5
    13 |             0
    14 |             3
    15 |             4
    16 |             7
    17 |             5
    18 |             2
    19 |             0

graph20_40_601.txt: 
Min Cuts: 55 
R Size | Number of Cuts
     1 |             4
     2 |             3
     3 |             3
     4 |             2
     5 |             1
     6 |             2
     7 |             1
     8 |             1
     9 |             1
    10 |             0
    11 |             0
    12 |             0
    13 |             4
    14 |             2
    15 |             3
    16 |             5
    17 |             5
    18 |             5
    19 |             0

graph20_40_992.txt: 
Min Cuts: 55 
R Size | Number of Cuts
     1 |             3
     2 |             3
     3 |             1
     4 |             0
     5 |             0
     6 |             0
     7 |             1
     8 |             1
     9 |             0
    10 |             1
    11 |             0
    12 |             0
    13 |             1
    14 |             5
    15 |             2
    16 |             1
    17 |             9
    18 |            15
    19 |             0

graph20_40_154.txt: 
Min Cuts: 55 
R Size | Number of Cuts
     1 |             8
     2 |             5
     3 |             4
     4 |             2
     5 |             1
     6 |             0
     7 |             0
     8 |             0
     9 |             1
    10 |             0
    11 |             0
    12 |             0
    13 |             0
    14 |             0
    15 |             2
    16 |             1
    17 |             4
    18 |            17
    19 |             0

graph20_40_870.txt: 
Min Cuts: 55 
R Size | Number of Cuts
     1 |             9
     2 |             3
     3 |             1
     4 |             0
     5 |             0
     6 |             0
     7 |             5
     8 |             1
     9 |             1
    10 |             0
    11 |             0
    12 |             0
    13 |             3
    14 |             2
    15 |             2
    16 |             2
    17 |             3
    18 |            11
    19 |             0

graph20_40_497.txt: 
Min Cuts: 55 
R Size | Number of Cuts
     1 |             4
     2 |             2
     3 |             0
     4 |             1
     5 |             2
     6 |             2
     7 |             3
     8 |             2
     9 |             0
    10 |             0
    11 |             2
    12 |             1
    13 |             4
    14 |             1
    15 |             1
    16 |             2
    17 |             5
    18 |            12
    19 |             0

graph20_40_10.txt: 
Min Cuts: 55 
R Size | Number of Cuts
     1 |             8
     2 |             4
     3 |             2
     4 |             0
     5 |             0
     6 |             0
     7 |             0
     8 |             1
     9 |             1
    10 |             0
    11 |             1
    12 |             1
    13 |             1
    14 |             6
    15 |             3
    16 |             5
    17 |             3
    18 |             8
    19 |             0

graph20_40_591.txt: 
Min Cuts: 55 
R Size | Number of Cuts
     1 |             4
     2 |             7
     3 |             5
     4 |             6
     5 |             2
     6 |             1
     7 |             4
     8 |             1
     9 |             1
    10 |             0
    11 |             0
    12 |             2
    13 |             2
    14 |             1
    15 |             2
    16 |             3
    17 |             4
    18 |             2
    19 |             0

graph20_40_644.txt: 
Min Cuts: 55 
R Size | Number of Cuts
     1 |             4
     2 |             4
     3 |             1
     4 |             0
     5 |             2
     6 |             1
     7 |             2
     8 |             1
     9 |             0
    10 |             3
    11 |             1
    12 |             2
    13 |             1
    14 |             2
    15 |             3
    16 |             5
    17 |             7
    18 |             5
    19 |             0

graph20_40_673.txt: 
Min Cuts: 55 
R Size | Number of Cuts
     1 |            12
     2 |             6
     3 |             5
     4 |             3
     5 |             2
     6 |             0
     7 |             1
     8 |             0
     9 |             2
    10 |             1
    11 |             0
    12 |             0
    13 |             6
    14 |             1
    15 |             1
    16 |             0
    17 |             2
    18 |             3
    19 |             0

graph20_40_11.txt: 
Min Cuts: 55 
R Size | Number of Cuts
     1 |             6
     2 |             5
     3 |             1
     4 |             2
     5 |             2
     6 |             0
     7 |             0
     8 |             0
     9 |             2
    10 |             2
    11 |             2
    12 |             1
    13 |             3
    14 |             5
    15 |             1
    16 |             3
    17 |             2
    18 |             9
    19 |             0

graph20_40_406.txt: 
Min Cuts: 56 
R Size | Number of Cuts
     1 |             6
     2 |             6
     3 |             3
     4 |             1
     5 |             1
     6 |             3
     7 |             1
     8 |             0
     9 |             3
    10 |             0
    11 |             2
    12 |             1
    13 |             0
    14 |             0
    15 |             0
    16 |             4
    17 |             6
    18 |             7
    19 |             0

graph20_40_598.txt: 
Min Cuts: 56 
R Size | Number of Cuts
     1 |             6
     2 |             5
     3 |             2
     4 |             2
     5 |             0
     6 |             0
     7 |             1
     8 |             0
     9 |             0
    10 |             1
    11 |             1
    12 |             5
    13 |             3
    14 |             7
    15 |             3
    16 |             2
    17 |             4
    18 |             4
    19 |             0

graph20_40_273.txt: 
Min Cuts: 56 
R Size | Number of Cuts
     1 |             5
     2 |             3
     3 |             3
     4 |             5
     5 |             0
     6 |             0
     7 |             0
     8 |             0
     9 |             0
    10 |             3
    11 |             2
    12 |             0
    13 |             2
    14 |             2
    15 |             1
    16 |             1
    17 |             9
    18 |             8
    19 |             0

graph20_40_62.txt: 
Min Cuts: 56 
R Size | Number of Cuts
     1 |             7
     2 |             1
     3 |             2
     4 |             1
     5 |             1
     6 |             0
     7 |             3
     8 |             3
     9 |             1
    10 |             2
    11 |             2
    12 |             0
    13 |             1
    14 |             2
    15 |             2
    16 |             7
    17 |             3
    18 |             7
    19 |             0

graph20_40_393.txt: 
Min Cuts: 56 
R Size | Number of Cuts
     1 |             5
     2 |             4
     3 |             8
     4 |             6
     5 |             2
     6 |             1
     7 |             3
     8 |             1
     9 |             0
    10 |             1
    11 |             1
    12 |             1
    13 |             0
    14 |             0
    15 |             0
    16 |             3
    17 |             3
    18 |             5
    19 |             0

graph20_40_28.txt: 
Min Cuts: 56 
R Size | Number of Cuts
     1 |             8
     2 |             3
     3 |             1
     4 |             2
     5 |             1
     6 |             0
     7 |             0
     8 |             1
     9 |             2
    10 |             1
    11 |             4
    12 |             4
    13 |             7
    14 |             1
    15 |             1
    16 |             2
    17 |             1
    18 |             5
    19 |             0

graph20_40_739.txt: 
Min Cuts: 56 
R Size | Number of Cuts
     1 |             7
     2 |             3
     3 |             3
     4 |             1
     5 |             1
     6 |             0
     7 |             0
     8 |             0
     9 |             0
    10 |             0
    11 |             0
    12 |             2
    13 |             0
    14 |             0
    15 |             1
    16 |             5
    17 |             8
    18 |            11
    19 |             0

graph20_40_395.txt: 
Min Cuts: 56 
R Size | Number of Cuts
     1 |             6
     2 |             4
     3 |             0
     4 |             3
     5 |             1
     6 |             0
     7 |             0
     8 |             1
     9 |             1
    10 |             0
    11 |             2
    12 |             1
    13 |             1
    14 |             2
    15 |             3
    16 |             8
    17 |             9
    18 |             2
    19 |             0

graph20_40_44.txt: 
Min Cuts: 56 
R Size | Number of Cuts
     1 |             9
     2 |             5
     3 |             2
     4 |             2
     5 |             0
     6 |             0
     7 |             1
     8 |             0
     9 |             0
    10 |             0
    11 |             0
    12 |             0
    13 |             0
    14 |             2
    15 |             4
    16 |             8
    17 |             6
    18 |             4
    19 |             0

graph20_40_337.txt: 
Min Cuts: 56 
R Size | Number of Cuts
     1 |             5
     2 |             2
     3 |             1
     4 |             2
     5 |             2
     6 |             1
     7 |             3
     8 |             1
     9 |             2
    10 |             1
    11 |             0
    12 |             0
    13 |             2
    14 |             3
    15 |             3
    16 |             7
    17 |             6
    18 |             5
    19 |             0

graph20_40_914.txt: 
Min Cuts: 56 
R Size | Number of Cuts
     1 |             6
     2 |             1
     3 |             2
     4 |             2
     5 |             2
     6 |             2
     7 |             3
     8 |             1
     9 |             2
    10 |             1
    11 |             3
    12 |             3
    13 |             1
    14 |             1
    15 |             1
    16 |             3
    17 |             2
    18 |            10
    19 |             0

graph20_40_153.txt: 
Min Cuts: 56 
R Size | Number of Cuts
     1 |             9
     2 |             2
     3 |             1
     4 |             2
     5 |             0
     6 |             0
     7 |             1
     8 |             0
     9 |             0
    10 |             1
    11 |             0
    12 |             0
    13 |             2
    14 |             1
    15 |             0
    16 |             1
    17 |             6
    18 |            15
    19 |             0

graph20_40_699.txt: 
Min Cuts: 56 
R Size | Number of Cuts
     1 |             6
     2 |             1
     3 |             1
     4 |             0
     5 |             1
     6 |             0
     7 |             0
     8 |             1
     9 |             0
    10 |             2
    11 |             2
    12 |             3
    13 |             0
    14 |             2
    15 |             2
    16 |             8
    17 |             3
    18 |             9
    19 |             0

graph20_40_17.txt: 
Min Cuts: 56 
R Size | Number of Cuts
     1 |             5
     2 |             7
     3 |             5
     4 |             4
     5 |             3
     6 |             1
     7 |             0
     8 |             2
     9 |             2
    10 |             2
    11 |             1
    12 |             0
    13 |             0
    14 |             2
    15 |             2
    16 |             4
    17 |             9
    18 |             1
    19 |             0

graph20_40_600.txt: 
Min Cuts: 56 
