graph20_40_852.txt: 
Min Cuts: 37 
S Size | Number of Cuts
    17 |             1
    18 |             3
    19 |             4

graph20_40_963.txt: 
Min Cuts: 47 
S Size | Number of Cuts
     1 |             6
     2 |             2
     3 |             8
     4 |             4
     5 |             0
     6 |             3
     7 |             2
     8 |             1
     9 |             0
    10 |             1
    11 |             0
    12 |             0
    13 |             1
    14 |             0
    15 |             1
    16 |             2
    17 |             3
    18 |             6
    19 |             7

graph20_40_305.txt: 
Min Cuts: 47 
S Size | Number of Cuts
     1 |            19
     2 |             5
     3 |             0
     4 |             2
     5 |             0
     6 |             1
     7 |             0
     8 |             0
     9 |             0
    10 |             1
    11 |             0
    12 |             0
    13 |             0
    14 |             0
    15 |             1
    16 |             5
    17 |             4
    18 |             4
    19 |             5

graph20_40_817.txt: 
Min Cuts: 47 
S Size | Number of Cuts
     1 |            19
     2 |             5
     3 |             1
     4 |             1
     5 |             0
     6 |             0
     7 |             0
     8 |             0
     9 |             0
    10 |             0
    11 |             0
    12 |             1
    13 |             0
    14 |             1
    15 |             4
    16 |             0
    17 |             1
    18 |             6
    19 |             8

graph20_40_583.txt: 
Min Cuts: 47 
S Size | Number of Cuts
     1 |            19
     2 |             4
     3 |             2
     4 |             0
     5 |             0
     6 |             0
     7 |             0
     8 |             1
     9 |             0
    10 |             1
    11 |             2
    12 |             4
    13 |             2
    14 |             0
    15 |             4
    16 |             3
    17 |             4
    18 |             0
    19 |             1

graph20_40_671.txt: 
Min Cuts: 48 
S Size | Number of Cuts
     1 |            14
     2 |             5
     3 |             0
     4 |             0
     5 |             0
     6 |             3
     7 |             0
     8 |             0
     9 |             1
    10 |             0
    11 |             4
    12 |             0
    13 |             3
    14 |             0
    15 |             3
    16 |             6
    17 |             2
    18 |             3
    19 |             4

graph20_40_123.txt: 
Min Cuts: 48 
S Size | Number of Cuts
     1 |            10
     2 |             2
     3 |            12
     4 |             2
     5 |             0
     6 |             0
     7 |             0
     8 |             0
     9 |             0
    10 |             0
    11 |             0
    12 |             0
    13 |             5
    14 |             1
    15 |             0
    16 |             3
    17 |             2
    18 |             6
    19 |             5

graph20_40_558.txt: 
Min Cuts: 49 
S Size | Number of Cuts
     1 |            28
     2 |             2
     3 |             0
     4 |             0
     5 |             0
     6 |             0
     7 |             0
     8 |             0
     9 |             0
    10 |             1
    11 |             0
    12 |             1
    13 |             1
    14 |             1
    15 |             0
    16 |             1
    17 |             3
    18 |             3
    19 |             8

graph20_40_444.txt: 
Min Cuts: 49 
S Size | Number of Cuts
     1 |            14
     2 |             5
     3 |             0
     4 |             1
     5 |             4
     6 |             0
     7 |             1
     8 |             0
     9 |             5
    10 |             0
    11 |             0
    12 |             1
    13 |             0
    14 |             1
    15 |             0
    16 |             3
    17 |             4
    18 |             3
    19 |             7

graph20_40_555.txt: 
Min Cuts: 49 
S Size | Number of Cuts
     1 |            24
     2 |             7
     3 |             2
     4 |             0
     5 |             1
     6 |             0
     7 |             0
     8 |             0
     9 |             0
    10 |             1
    11 |             0
    12 |             0
    13 |             0
    14 |             0
    15 |             5
    16 |             0
    17 |             5
    18 |             1
    19 |             3

graph20_40_157.txt: 
Min Cuts: 50 
S Size | Number of Cuts
     1 |            22
     2 |             9
     3 |             2
     4 |             0
     5 |             0
     6 |             0
     7 |             0
     8 |             0
     9 |             3
    10 |             0
    11 |             1
    12 |             0
    13 |             1
    14 |             0
    15 |             1
    16 |             5
    17 |             1
    18 |             1
    19 |             4

graph20_40_851.txt: 
Min Cuts: 50 
S Size | Number of Cuts
     1 |            23
     2 |             6
     3 |             4
     4 |             0
     5 |             0
     6 |             0
     7 |             0
     8 |             0
     9 |             0
    10 |             1
    11 |             0
    12 |             0
    13 |             0
    14 |             0
    15 |             3
    16 |             2
    17 |             1
    18 |             5
    19 |             5

graph20_40_232.txt: 
Min Cuts: 51 
S Size | Number of Cuts
     1 |            17
     2 |             1
     3 |             0
     4 |            12
     5 |             0
     6 |             0
     7 |             0
     8 |             0
     9 |             0
    10 |             0
    11 |             1
    12 |             1
    13 |             0
    14 |             0
    15 |             0
    16 |             0
    17 |             2
    18 |             7
    19 |            10

graph20_40_53.txt: 
Min Cuts: 51 
S Size | Number of Cuts
     1 |            15
     2 |             6
     3 |             7
     4 |             3
     5 |             1
     6 |             0
     7 |             0
     8 |             0
     9 |             0
    10 |             0
    11 |             0
    12 |             0
    13 |             0
    14 |             7
    15 |             3
    16 |             1
    17 |             2
    18 |             3
    19 |             3

graph20_40_610.txt: 
Min Cuts: 52 
S Size | Number of Cuts
     1 |            14
     2 |             5
     3 |             2
     4 |             1
     5 |             2
     6 |             0
     7 |             2
     8 |             0
     9 |             0
    10 |             0
    11 |             0
    12 |             2
    13 |             5
    14 |             6
    15 |             2
    16 |             1
    17 |             1
    18 |             3
    19 |             6

graph20_40_646.txt: 
Min Cuts: 52 
S Size | Number of Cuts
     1 |            16
     2 |             3
     3 |             1
     4 |             0
     5 |             0
     6 |             0
     7 |             0
     8 |             1
     9 |             0
    10 |             1
    11 |             1
    12 |             3
    13 |             0
    14 |             1
    15 |             7
    16 |             5
    17 |             5
    18 |             2
    19 |             6

graph20_40_725.txt: 
Min Cuts: 52 
S Size | Number of Cuts
     1 |            16
     2 |             8
     3 |             6
     4 |             0
     5 |             2
     6 |             0
     7 |             0
     8 |             0
     9 |             0
    10 |             0
    11 |             0
    12 |             1
    13 |             1
    14 |             6
    15 |             1
    16 |             2
    17 |             3
    18 |             0
    19 |             6

graph20_40_757.txt: 
Min Cuts: 52 
S Size | Number of Cuts
     1 |            22
     2 |             2
     3 |             0
     4 |             2
     5 |             0
     6 |             0
     7 |             0
     8 |             0
     9 |             2
    10 |             0
    11 |             0
    12 |             0
    13 |             3
    14 |             5
    15 |             4
    16 |             2
    17 |             1
    18 |             5
    19 |             4

graph20_40_465.txt: 
Min Cuts: 52 
S Size | Number of Cuts
     1 |            28
     2 |             4
     3 |             0
     4 |             0
     5 |             3
     6 |             2
     7 |             0
     8 |             1
     9 |             0
    10 |             0
    11 |             1
    12 |             0
    13 |             0
    14 |             2
    15 |             0
    16 |             1
    17 |             4
    18 |             4
    19 |             2

graph20_40_889.txt: 
Min Cuts: 52 
S Size | Number of Cuts
     1 |            20
     2 |             4
     3 |             0
     4 |             1
     5 |             1
     6 |             0
     7 |             0
     8 |             0
     9 |             0
    10 |             0
    11 |             6
    12 |             5
    13 |             0
    14 |             1
    15 |             1
    16 |             0
    17 |             2
    18 |             5
    19 |             6

graph20_40_277.txt: 
Min Cuts: 52 
S Size | Number of Cuts
     1 |            24
     2 |             9
     3 |             1
     4 |             0
     5 |             0
     6 |             1
     7 |             1
     8 |             0
     9 |             2
    10 |             4
    11 |             0
    12 |             0
    13 |             0
    14 |             0
    15 |             0
    16 |             0
    17 |             4
    18 |             2
    19 |             4

graph20_40_945.txt: 
Min Cuts: 53 
S Size | Number of Cuts
     1 |            20
     2 |             8
     3 |             1
     4 |             0
     5 |             1
     6 |             0
     7 |             0
     8 |             0
     9 |             2
    10 |             0
    11 |             0
    12 |             1
    13 |             0
    14 |             1
    15 |             1
    16 |             4
    17 |             4
    18 |             5
    19 |             5

graph20_40_557.txt: 
Min Cuts: 53 
S Size | Number of Cuts
     1 |            18
     2 |             7
     3 |             2
     4 |             0
     5 |             0
     6 |             0
     7 |             4
     8 |             0
     9 |             0
    10 |             0
    11 |             0
    12 |             0
    13 |             0
    14 |             1
    15 |             3
    16 |             4
    17 |             3
    18 |             2
    19 |             9

graph20_40_860.txt: 
Min Cuts: 53 
S Size | Number of Cuts
     1 |            24
     2 |             5
     3 |             3
     4 |             2
     5 |             3
     6 |             0
     7 |             0
     8 |             0
     9 |             1
    10 |             0
    11 |             0
    12 |             0
    13 |             2
    14 |             3
    15 |             1
    16 |             2
    17 |             1
    18 |             4
    19 |             2

graph20_40_314.txt: 
Min Cuts: 53 
S Size | Number of Cuts
     1 |            33
     2 |             6
     3 |             0
     4 |             0
     5 |             0
     6 |             0
     7 |             0
     8 |             1
     9 |             0
    10 |             1
    11 |             0
    12 |             0
    13 |             0
    14 |             0
    15 |             0
    16 |             0
    17 |             2
    18 |             6
    19 |             4

graph20_40_927.txt: 
Min Cuts: 53 
S Size | Number of Cuts
     1 |            14
     2 |             5
     3 |             1
     4 |             9
     5 |             2
     6 |             5
     7 |             0
     8 |             0
     9 |             0
    10 |             0
    11 |             1
    12 |             0
    13 |             0
    14 |             2
    15 |             3
    16 |             2
    17 |             2
    18 |             3
    19 |             4

graph20_40_820.txt: 
Min Cuts: 53 
S Size | Number of Cuts
     1 |            27
     2 |            11
     3 |             2
     4 |             0
     5 |             0
     6 |             0
     7 |             0
     8 |             0
     9 |             0
    10 |             0
    11 |             0
    12 |             0
    13 |             1
    14 |             0
    15 |             0
    16 |             0
    17 |             3
    18 |             5
    19 |             4

graph20_40_202.txt: 
Min Cuts: 53 
S Size | Number of Cuts
     1 |            17
     2 |             9
     3 |             1
     4 |             4
     5 |             1
     6 |             0
     7 |             0
     8 |             0
     9 |             1
    10 |             1
    11 |             1
    12 |             1
    13 |             2
    14 |             3
    15 |             1
    16 |             2
    17 |             2
    18 |             3
    19 |             4

graph20_40_768.txt: 
Min Cuts: 53 
S Size | Number of Cuts
     1 |            23
     2 |             4
     3 |             1
     4 |             5
     5 |             2
     6 |             0
     7 |             0
     8 |             0
     9 |             0
    10 |             0
    11 |             0
    12 |             1
    13 |             0
    14 |             1
    15 |             1
    16 |             1
    17 |             5
    18 |             7
    19 |             2

graph20_40_545.txt: 
Min Cuts: 53 
S Size | Number of Cuts
     1 |            12
     2 |            14
     3 |             1
     4 |             0
     5 |             2
     6 |             0
     7 |             0
     8 |             0
     9 |             0
    10 |             0
    11 |             2
    12 |             2
    13 |             1
    14 |             1
    15 |             4
    16 |             5
    17 |             1
    18 |             4
    19 |             4

graph20_40_816.txt: 
Min Cuts: 53 
S Size | Number of Cuts
     1 |            25
     2 |             7
     3 |             2
     4 |             0
     5 |             0
     6 |             1
     7 |             0
     8 |             0
     9 |             0
    10 |             1
    11 |             0
    12 |             0
    13 |             1
    14 |             0
    15 |             1
    16 |             4
    17 |             1
    18 |             5
    19 |             5

graph20_40_775.txt: 
Min Cuts: 53 
S Size | Number of Cuts
     1 |            24
     2 |             6
     3 |             2
     4 |             0
     5 |             0
     6 |             0
     7 |             0
     8 |             0
     9 |             0
    10 |             0
    11 |             0
    12 |             3
    13 |             4
    14 |             1
    15 |             0
    16 |             3
    17 |             3
    18 |             3
    19 |             4

graph20_40_566.txt: 
Min Cuts: 53 
S Size | Number of Cuts
     1 |            16
     2 |             7
     3 |             1
     4 |             2
     5 |             3
     6 |             1
     7 |             1
     8 |             2
     9 |             2
    10 |             1
    11 |             2
    12 |             1
    13 |             2
    14 |             0
    15 |             0
    16 |             1
    17 |             4
    18 |             3
    19 |             4

graph20_40_284.txt: 
Min Cuts: 53 
S Size | Number of Cuts
     1 |            18
     2 |             7
     3 |             1
     4 |             0
     5 |             1
     6 |             0
     7 |             0
     8 |             1
     9 |             0
    10 |             0
    11 |             1
    12 |             1
    13 |             1
    14 |             1
    15 |             1
    16 |             1
    17 |             7
    18 |             5
    19 |             7

graph20_40_556.txt: 
Min Cuts: 53 
S Size | Number of Cuts
     1 |            24
     2 |             4
     3 |             1
     4 |             2
     5 |             1
     6 |             3
     7 |             1
     8 |             0
     9 |             0
    10 |             1
    11 |             1
    12 |             0
    13 |             0
    14 |             1
    15 |             0
    16 |             2
    17 |             2
    18 |             7
    19 |             3

graph20_40_584.txt: 
Min Cuts: 54 
S Size | Number of Cuts
     1 |            31
     2 |            12
     3 |             0
     4 |             0
     5 |             0
     6 |             0
     7 |             0
     8 |             0
     9 |             0
    10 |             0
    11 |             0
    12 |             0
    13 |             0
    14 |             0
    15 |             0
    16 |             1
    17 |             0
    18 |             2
    19 |             8

graph20_40_310.txt: 
Min Cuts: 54 
S Size | Number of Cuts
     1 |            22
     2 |             3
     3 |             3
     4 |             1
     5 |             0
     6 |             0
     7 |             0
     8 |             0
     9 |             3
    10 |             3
    11 |             3
    12 |             3
    13 |             0
    14 |             0
    15 |             0
    16 |             0
    17 |             2
    18 |             6
    19 |             5

graph20_40_576.txt: 
Min Cuts: 54 
S Size | Number of Cuts
     1 |            28
     2 |             9
     3 |             0
     4 |             0
     5 |             0
     6 |             0
     7 |             0
     8 |             0
     9 |             0
    10 |             0
    11 |             1
    12 |             0
    13 |             1
    14 |             0
    15 |             4
    16 |             0
    17 |             2
    18 |             2
    19 |             7

graph20_40_535.txt: 
Min Cuts: 54 
S Size | Number of Cuts
     1 |            17
     2 |             4
     3 |             3
     4 |             4
     5 |             3
     6 |             0
     7 |             1
     8 |             0
     9 |             0
    10 |             0
    11 |             1
    12 |             0
    13 |             1
    14 |             1
    15 |             0
    16 |             2
    17 |             5
    18 |             6
    19 |             6

graph20_40_650.txt: 
Min Cuts: 54 
S Size | Number of Cuts
     1 |            18
     2 |             4
     3 |             0
     4 |             1
     5 |             1
     6 |             3
     7 |             0
     8 |             1
     9 |             4
    10 |             0
    11 |             2
    12 |             0
    13 |             0
    14 |             1
    15 |             3
    16 |             1
    17 |             3
    18 |             6
    19 |             6

graph20_40_642.txt: 
Min Cuts: 54 
S Size | Number of Cuts
     1 |            20
     2 |             1
     3 |             8
     4 |             5
     5 |             1
     6 |             0
     7 |             0
     8 |             0
     9 |             1
    10 |             1
    11 |             0
    12 |             0
    13 |             1
    14 |             3
    15 |             0
    16 |             1
    17 |             3
    18 |             3
    19 |             6

graph20_40_834.txt: 
Min Cuts: 54 
S Size | Number of Cuts
     1 |            20
     2 |             8
     3 |             3
     4 |             1
     5 |             1
     6 |             1
     7 |             0
     8 |             1
     9 |             2
    10 |             0
    11 |             0
    12 |             0
    13 |             1
    14 |             0
    15 |             1
    16 |             0
    17 |             2
    18 |             7
    19 |             6

graph20_40_526.txt: 
Min Cuts: 54 
S Size | Number of Cuts
     1 |            20
     2 |            10
     3 |             5
     4 |             3
     5 |             0
     6 |             1
     7 |             0
     8 |             0
     9 |             0
    10 |             0
    11 |             0
    12 |             1
    13 |             1
    14 |             0
    15 |             0
    16 |             3
    17 |             3
    18 |             3
    19 |             4

graph20_40_601.txt: 
Min Cuts: 55 
S Size | Number of Cuts
     1 |            23
     2 |             7
     3 |             2
     4 |             0
     5 |             2
     6 |             0
     7 |             0
     8 |             0
     9 |             0
    10 |             0
    11 |             2
    12 |             0
    13 |             0
    14 |             1
    15 |             1
    16 |             4
    17 |             1
    18 |             5
    19 |             7

graph20_40_992.txt: 
Min Cuts: 55 
S Size | Number of Cuts
     1 |            25
     2 |             9
     3 |             0
     4 |             2
     5 |             3
     6 |             0
     7 |             0
     8 |             0
     9 |             0
    10 |             0
    11 |             1
    12 |             0
    13 |             0
    14 |             0
    15 |             0
    16 |             1
    17 |             2
    18 |             4
    19 |             8

graph20_40_154.txt: 
Min Cuts: 55 
S Size | Number of Cuts
     1 |            31
     2 |             5
     3 |             0
     4 |             1
     5 |             0
     6 |             0
     7 |             0
     8 |             0
     9 |             0
    10 |             0
    11 |             0
    12 |             0
    13 |             0
    14 |             1
    15 |             4
    16 |             0
    17 |             3
    18 |             4
    19 |             6

graph20_40_870.txt: 
Min Cuts: 55 
S Size | Number of Cuts
     1 |            29
     2 |             1
     3 |             0
     4 |             3
     5 |             0
     6 |             5
     7 |             0
     8 |             0
     9 |             0
    10 |             0
    11 |             0
    12 |             0
    13 |             0
    14 |             0
    15 |             0
    16 |             1
    17 |             6
    18 |             4
    19 |             6

graph20_40_497.txt: 
Min Cuts: 55 
S Size | Number of Cuts
     1 |            22
     2 |             7
     3 |             0
     4 |             4
     5 |             0
     6 |             3
     7 |             0
     8 |             2
     9 |             0
    10 |             0
    11 |             0
    12 |             4
    13 |             0
    14 |             1
    15 |             0
    16 |             0
    17 |             2
    18 |             4
    19 |             6

graph20_40_10.txt: 
Min Cuts: 55 
S Size | Number of Cuts
     1 |            26
     2 |             4
     3 |             1
     4 |             0
     5 |             5
     6 |             1
     7 |             1
     8 |             0
     9 |             0
    10 |             0
    11 |             0
    12 |             0
    13 |             1
    14 |             0
    15 |             0
    16 |             2
    17 |             2
    18 |             5
    19 |             7

graph20_40_591.txt: 
Min Cuts: 55 
S Size | Number of Cuts
     1 |            16
     2 |             8
     3 |             2
     4 |             1
     5 |             0
     6 |             1
     7 |             0
     8 |             0
     9 |             0
    10 |             2
    11 |             1
    12 |             2
    13 |             1
    14 |             4
    15 |             2
    16 |             4
    17 |             2
    18 |             3
    19 |             6

graph20_40_644.txt: 
Min Cuts: 55 
S Size | Number of Cuts
     1 |            22
     2 |            15
     3 |             2
     4 |             2
     5 |             0
     6 |             0
     7 |             1
     8 |             1
     9 |             0
    10 |             1
    11 |             1
    12 |             0
    13 |             0
    14 |             0
    15 |             0
    16 |             1
    17 |             1
    18 |             4
    19 |             4

graph20_40_673.txt: 
Min Cuts: 55 
S Size | Number of Cuts
     1 |            21
     2 |             2
     3 |             1
     4 |             4
     5 |             0
     6 |             1
     7 |             0
     8 |             0
     9 |             1
    10 |             0
    11 |             0
    12 |             3
    13 |             2
    14 |             0
    15 |             1
    16 |             5
    17 |             4
    18 |             3
    19 |             7

graph20_40_11.txt: 
Min Cuts: 55 
S Size | Number of Cuts
     1 |            20
     2 |             4
     3 |             0
     4 |             0
     5 |             8
     6 |             0
     7 |             1
     8 |             2
     9 |             1
    10 |             2
    11 |             0
    12 |             0
    13 |             0
    14 |             1
    15 |             1
    16 |             2
    17 |             4
    18 |             4
    19 |             5

graph20_40_406.txt: 
Min Cuts: 56 
S Size | Number of Cuts
     1 |            20
     2 |             9
     3 |             1
     4 |             1
     5 |             0
     6 |             0
     7 |             4
     8 |             1
     9 |             0
    10 |             0
    11 |             1
    12 |             1
    13 |             0
    14 |             0
    15 |             1
    16 |             3
    17 |             5
    18 |             5
    19 |             4

graph20_40_598.txt: 
Min Cuts: 56 
S Size | Number of Cuts
     1 |            13
     2 |             8
     3 |             4
     4 |             5
     5 |             7
     6 |             0
     7 |             0
     8 |             0
     9 |             1
    10 |             0
    11 |             1
    12 |             0
    13 |             0
    14 |             1
    15 |             3
    16 |             4
    17 |             1
    18 |             3
    19 |             5

graph20_40_273.txt: 
Min Cuts: 56 
S Size | Number of Cuts
     1 |            31
     2 |             2
     3 |             0
     4 |             2
     5 |             1
     6 |             0
     7 |             2
     8 |             0
     9 |             0
    10 |             0
    11 |             0
    12 |             0
    13 |             0
    14 |             0
    15 |             4
    16 |             1
    17 |             2
    18 |             4
    19 |             7

graph20_40_62.txt: 
Min Cuts: 56 
S Size | Number of Cuts
     1 |            33
     2 |             5
     3 |             4
     4 |             0
     5 |             0
     6 |             0
     7 |             0
     8 |             0
     9 |             0
    10 |             1
    11 |             1
    12 |             2
    13 |             0
    14 |             0
    15 |             1
    16 |             2
    17 |             2
    18 |             2
    19 |             3

graph20_40_393.txt: 
Min Cuts: 56 
S Size | Number of Cuts
     1 |            21
     2 |             3
     3 |             3
     4 |             0
     5 |             0
     6 |             0
     7 |             1
     8 |             2
     9 |             2
    10 |             1
    11 |             1
    12 |             1
    13 |             3
    14 |             2
    15 |             1
    16 |             3
    17 |             4
    18 |             5
    19 |             3

graph20_40_28.txt: 
Min Cuts: 56 
S Size | Number of Cuts
     1 |            23
     2 |             5
     3 |             0
     4 |             0
     5 |             1
     6 |             6
     7 |             1
     8 |             2
     9 |             0
    10 |             2
    11 |             0
    12 |             0
    13 |             0
    14 |             2
    15 |             1
    16 |             0
    17 |             3
    18 |             4
    19 |             6

graph20_40_739.txt: 
Min Cuts: 56 
S Size | Number of Cuts
     1 |            32
     2 |             4
     3 |             1
     4 |             0
     5 |             0
     6 |             0
     7 |             0
     8 |             0
     9 |             0
    10 |             0
    11 |             0
    12 |             0
    13 |             0
    14 |             2
    15 |             0
    16 |             2
    17 |             5
    18 |             5
    19 |             5

graph20_40_395.txt: 
Min Cuts: 56 
S Size | Number of Cuts
     1 |            15
     2 |             9
     3 |             9
     4 |             1
     5 |             1
     6 |             2
     7 |             1
     8 |             2
     9 |             0
    10 |             0
    11 |             0
    12 |             0
    13 |             1
    14 |             0
    15 |             2
    16 |             1
    17 |             5
    18 |             3
    19 |             4

graph20_40_44.txt: 
Min Cuts: 56 
S Size | Number of Cuts
     1 |            28
     2 |             8
     3 |             1
     4 |             0
     5 |             0
     6 |             0
     7 |             0
     8 |             0
     9 |             0
    10 |             0
    11 |             0
    12 |             1
    13 |             0
    14 |             0
    15 |             1
    16 |             4
    17 |             2
    18 |             7
    19 |             4

graph20_40_337.txt: 
Min Cuts: 56 
S Size | Number of Cuts
     1 |            25
     2 |             3
     3 |             8
     4 |             1
     5 |             1
     6 |             0
     7 |             0
     8 |             2
     9 |             1
    10 |             0
    11 |             0
    12 |             0
    13 |             1
    14 |             1
    15 |             0
    16 |             2
    17 |             2
    18 |             2
    19 |             7

graph20_40_914.txt: 
Min Cuts: 56 
S Size | Number of Cuts
     1 |            20
     2 |             6
     3 |             7
     4 |             0
     5 |             0
     6 |             1
     7 |             2
     8 |             2
     9 |             0
    10 |             1
    11 |             1
    12 |             1
    13 |             2
    14 |             1
    15 |             2
    16 |             0
    17 |             0
    18 |             5
    19 |             5

graph20_40_153.txt: 
Min Cuts: 56 
S Size | Number of Cuts
     1 |            28
     2 |             7
     3 |             0
     4 |             0
     5 |             2
     6 |             0
     7 |             0
     8 |             0
     9 |             1
    10 |             0
    11 |             0
    12 |             1
    13 |             0
    14 |             2
    15 |             0
    16 |             1
    17 |             3
    18 |             5
    19 |             6

graph20_40_699.txt: 
Min Cuts: 56 
S Size | Number of Cuts
     1 |            23
     2 |             4
     3 |             6
     4 |             1
     5 |             1
     6 |             0
     7 |             6
     8 |             0
     9 |             1
    10 |             0
    11 |             0
    12 |             0
    13 |             0
    14 |             0
    15 |             0
    16 |             0
    17 |             0
    18 |             7
    19 |             7

graph20_40_17.txt: 
Min Cuts: 56 
S Size | Number of Cuts
     1 |            21
     2 |             6
     3 |             1
     4 |             4
     5 |             0
     6 |             0
     7 |             0
     8 |             1
     9 |             1
    10 |             3
    11 |             1
    12 |             0
    13 |             0
    14 |             2
    15 |             5
    16 |             4
    17 |             2
    18 |             2
    19 |             3

graph20_40_600.txt: 
Min Cuts: 56 
