graph20_70_802.txt: 
Min Cuts: 32 
S Size | Number of Cuts
     1 |            19
     2 |             3
     3 |             3
     4 |             0
     5 |             0
     6 |             0
     7 |             0
     8 |             0
     9 |             0
    10 |             0
    11 |             0
    12 |             1
    13 |             0
    14 |             0
    15 |             0
    16 |             0
    17 |             1
    18 |             2
    19 |            12

graph20_70_110.txt: 
Min Cuts: 41 
S Size | Number of Cuts
     1 |            21
     2 |             0
     3 |             2
     4 |             0
     5 |             0
     6 |             0
     7 |             0
     8 |             0
     9 |             0
    10 |             0
    11 |             0
    12 |             0
    13 |             0
    14 |             0
    15 |             0
    16 |             1
    17 |             1
    18 |             5
    19 |            11

graph20_70_34.txt: 
Min Cuts: 41 
S Size | Number of Cuts
     1 |            22
     2 |             2
     3 |             0
     4 |             0
     5 |             0
     6 |             0
     7 |             0
     8 |             0
     9 |             0
    10 |             0
    11 |             0
    12 |             0
    13 |             0
    14 |             0
    15 |             0
    16 |             1
    17 |             1
    18 |             4
    19 |            11

graph20_70_256.txt: 
Min Cuts: 41 
S Size | Number of Cuts
     1 |            28
     2 |             0
     3 |             0
     4 |             0
     5 |             0
     6 |             0
     7 |             0
     8 |             0
     9 |             0
    10 |             0
    11 |             0
    12 |             0
    13 |             0
    14 |             0
    15 |             0
    16 |             0
    17 |             2
    18 |             3
    19 |             8

graph20_70_274.txt: 
Min Cuts: 41 
S Size | Number of Cuts
     1 |            21
     2 |             1
     3 |             0
     4 |             3
     5 |             0
     6 |             0
     7 |             0
     8 |             0
     9 |             0
    10 |             0
    11 |             0
    12 |             0
    13 |             0
    14 |             0
    15 |             0
    16 |             0
    17 |             1
    18 |             5
    19 |            10

graph20_70_831.txt: 
Min Cuts: 41 
S Size | Number of Cuts
     1 |            25
     2 |             0
     3 |             0
     4 |             0
     5 |             0
     6 |             0
     7 |             0
     8 |             0
     9 |             0
    10 |             0
    11 |             0
    12 |             0
    13 |             0
    14 |             0
    15 |             0
    16 |             2
    17 |             2
    18 |             4
    19 |             8

graph20_70_317.txt: 
Min Cuts: 41 
S Size | Number of Cuts
     1 |            22
     2 |             3
     3 |             1
     4 |             1
     5 |             0
     6 |             0
     7 |             0
     8 |             0
     9 |             0
    10 |             0
    11 |             0
    12 |             0
    13 |             0
    14 |             0
    15 |             0
    16 |             1
    17 |             0
    18 |             2
    19 |            11

graph20_70_971.txt: 
Min Cuts: 42 
S Size | Number of Cuts
     1 |            24
     2 |             1
     3 |             0
     4 |             0
     5 |             0
     6 |             0
     7 |             0
     8 |             0
     9 |             0
    10 |             0
    11 |             0
    12 |             0
    13 |             0
    14 |             0
    15 |             0
    16 |             0
    17 |             0
    18 |             1
    19 |            16

graph20_70_496.txt: 
Min Cuts: 42 
S Size | Number of Cuts
     1 |            28
     2 |             0
     3 |             0
     4 |             0
     5 |             0
     6 |             0
     7 |             0
     8 |             0
     9 |             0
    10 |             0
    11 |             0
    12 |             0
    13 |             0
    14 |             0
    15 |             0
    16 |             0
    17 |             0
    18 |             3
    19 |            11

graph20_70_425.txt: 
Min Cuts: 42 
S Size | Number of Cuts
     1 |            24
     2 |             2
     3 |             1
     4 |             0
     5 |             0
     6 |             0
     7 |             0
     8 |             0
     9 |             0
    10 |             0
    11 |             0
    12 |             0
    13 |             0
    14 |             0
    15 |             0
    16 |             0
    17 |             3
    18 |             2
    19 |            10

graph20_70_486.txt: 
Min Cuts: 43 
S Size | Number of Cuts
     1 |            28
     2 |             1
     3 |             0
     4 |             0
     5 |             0
     6 |             0
     7 |             0
     8 |             0
     9 |             0
    10 |             0
    11 |             0
    12 |             0
    13 |             0
    14 |             0
    15 |             0
    16 |             0
    17 |             0
    18 |             4
    19 |            10

graph20_70_619.txt: 
Min Cuts: 43 
S Size | Number of Cuts
     1 |            21
     2 |             5
     3 |             0
     4 |             0
     5 |             0
     6 |             0
     7 |             0
     8 |             0
     9 |             1
    10 |             0
    11 |             0
    12 |             0
    13 |             0
    14 |             1
    15 |             0
    16 |             0
    17 |             0
    18 |             5
    19 |            10

graph20_70_974.txt: 
Min Cuts: 43 
S Size | Number of Cuts
     1 |            29
     2 |             0
     3 |             0
     4 |             0
     5 |             0
     6 |             0
     7 |             0
     8 |             0
     9 |             0
    10 |             0
    11 |             0
    12 |             0
    13 |             0
    14 |             0
    15 |             0
    16 |             0
    17 |             1
    18 |             3
    19 |            10

graph20_70_319.txt: 
Min Cuts: 43 
S Size | Number of Cuts
     1 |            26
     2 |             0
     3 |             0
     4 |             0
     5 |             0
     6 |             0
     7 |             0
     8 |             0
     9 |             0
    10 |             0
    11 |             0
    12 |             0
    13 |             0
    14 |             0
    15 |             0
    16 |             0
    17 |             1
    18 |             6
    19 |            10

graph20_70_810.txt: 
Min Cuts: 43 
S Size | Number of Cuts
     1 |            22
     2 |             5
     3 |             0
     4 |             0
     5 |             0
     6 |             0
     7 |             0
     8 |             0
     9 |             0
    10 |             0
    11 |             0
    12 |             0
    13 |             0
    14 |             0
    15 |             1
    16 |             1
    17 |             1
    18 |             3
    19 |            10

graph20_70_159.txt: 
Min Cuts: 44 
S Size | Number of Cuts
     1 |            24
     2 |             3
     3 |             1
     4 |             0
     5 |             0
     6 |             0
     7 |             0
     8 |             0
     9 |             0
    10 |             0
    11 |             0
    12 |             0
    13 |             0
    14 |             0
    15 |             0
    16 |             1
    17 |             1
    18 |             4
    19 |            10

graph20_70_725.txt: 
Min Cuts: 44 
S Size | Number of Cuts
     1 |            23
     2 |             2
     3 |             0
     4 |             0
     5 |             0
     6 |             0
     7 |             0
     8 |             0
     9 |             0
    10 |             0
    11 |             0
    12 |             0
    13 |             0
    14 |             0
    15 |             1
    16 |             0
    17 |             3
    18 |             6
    19 |             9

graph20_70_77.txt: 
Min Cuts: 44 
S Size | Number of Cuts
     1 |            30
     2 |             0
     3 |             0
     4 |             0
     5 |             0
     6 |             0
     7 |             0
     8 |             0
     9 |             0
    10 |             0
    11 |             0
    12 |             0
    13 |             0
    14 |             0
    15 |             0
    16 |             1
    17 |             2
    18 |             3
    19 |             8

graph20_70_697.txt: 
Min Cuts: 44 
S Size | Number of Cuts
     1 |            24
     2 |             2
     3 |             0
     4 |             2
     5 |             0
     6 |             0
     7 |             0
     8 |             0
     9 |             0
    10 |             0
    11 |             0
    12 |             0
    13 |             0
    14 |             1
    15 |             0
    16 |             0
    17 |             0
    18 |             5
    19 |            10

graph20_70_645.txt: 
Min Cuts: 44 
S Size | Number of Cuts
     1 |            25
     2 |             2
     3 |             0
     4 |             0
     5 |             0
     6 |             0
     7 |             0
     8 |             0
     9 |             0
    10 |             0
    11 |             0
    12 |             0
    13 |             0
    14 |             0
    15 |             1
    16 |             1
    17 |             1
    18 |             3
    19 |            11

graph20_70_332.txt: 
Min Cuts: 45 
S Size | Number of Cuts
     1 |            27
     2 |             0
     3 |             1
     4 |             0
     5 |             0
     6 |             0
     7 |             0
     8 |             0
     9 |             0
    10 |             0
    11 |             0
    12 |             0
    13 |             0
    14 |             0
    15 |             1
    16 |             1
    17 |             1
    18 |             2
    19 |            12

graph20_70_701.txt: 
Min Cuts: 45 
S Size | Number of Cuts
     1 |            25
     2 |             4
     3 |             0
     4 |             0
     5 |             0
     6 |             0
     7 |             0
     8 |             0
     9 |             0
    10 |             0
    11 |             0
    12 |             0
    13 |             0
    14 |             0
    15 |             0
    16 |             0
    17 |             2
    18 |             5
    19 |             9

graph20_70_869.txt: 
Min Cuts: 45 
S Size | Number of Cuts
     1 |            22
     2 |             5
     3 |             0
     4 |             0
     5 |             0
     6 |             0
     7 |             0
     8 |             0
     9 |             0
    10 |             0
    11 |             0
    12 |             0
    13 |             0
    14 |             0
    15 |             0
    16 |             2
    17 |             0
    18 |             6
    19 |            10

graph20_70_6.txt: 
Min Cuts: 45 
S Size | Number of Cuts
     1 |            20
     2 |             4
     3 |             4
     4 |             0
     5 |             0
     6 |             0
     7 |             0
     8 |             0
     9 |             0
    10 |             0
    11 |             0
    12 |             0
    13 |             0
    14 |             0
    15 |             0
    16 |             0
    17 |             1
    18 |             3
    19 |            13

graph20_70_890.txt: 
Min Cuts: 45 
S Size | Number of Cuts
     1 |            30
     2 |             0
     3 |             0
     4 |             0
     5 |             0
     6 |             0
     7 |             0
     8 |             0
     9 |             0
    10 |             0
    11 |             0
    12 |             0
    13 |             0
    14 |             0
    15 |             0
    16 |             0
    17 |             1
    18 |             1
    19 |            13

graph20_70_512.txt: 
Min Cuts: 45 
S Size | Number of Cuts
     1 |            14
     2 |            14
     3 |             0
     4 |             0
     5 |             0
     6 |             0
     7 |             0
     8 |             0
     9 |             0
    10 |             0
    11 |             0
    12 |             0
    13 |             0
    14 |             0
    15 |             0
    16 |             1
    17 |             3
    18 |             5
    19 |             8

graph20_70_287.txt: 
Min Cuts: 45 
S Size | Number of Cuts
     1 |            26
     2 |             3
     3 |             0
     4 |             0
     5 |             0
     6 |             0
     7 |             0
     8 |             0
     9 |             0
    10 |             0
    11 |             0
    12 |             0
    13 |             0
    14 |             0
    15 |             1
    16 |             0
    17 |             0
    18 |             5
    19 |            10

graph20_70_720.txt: 
Min Cuts: 45 
S Size | Number of Cuts
     1 |            26
     2 |             2
     3 |             0
     4 |             0
     5 |             2
     6 |             0
     7 |             0
     8 |             0
     9 |             0
    10 |             0
    11 |             0
    12 |             0
    13 |             0
    14 |             0
    15 |             0
    16 |             1
    17 |             4
    18 |             4
    19 |             6

graph20_70_305.txt: 
Min Cuts: 46 
S Size | Number of Cuts
     1 |            20
     2 |             7
     3 |             4
     4 |             0
     5 |             0
     6 |             0
     7 |             0
     8 |             0
     9 |             0
    10 |             0
    11 |             0
    12 |             0
    13 |             0
    14 |             0
    15 |             0
    16 |             0
    17 |             0
    18 |             1
    19 |            14

graph20_70_815.txt: 
Min Cuts: 46 
S Size | Number of Cuts
     1 |            32
     2 |             1
     3 |             0
     4 |             0
     5 |             0
     6 |             0
     7 |             0
     8 |             0
     9 |             0
    10 |             0
    11 |             0
    12 |             0
    13 |             0
    14 |             0
    15 |             0
    16 |             0
    17 |             1
    18 |             4
    19 |             8

graph20_70_351.txt: 
Min Cuts: 46 
S Size | Number of Cuts
     1 |            25
     2 |             3
     3 |             0
     4 |             0
     5 |             0
     6 |             0
     7 |             0
     8 |             0
     9 |             0
    10 |             1
    11 |             0
    12 |             0
    13 |             0
    14 |             0
    15 |             0
    16 |             0
    17 |             0
    18 |             4
    19 |            13

graph20_70_870.txt: 
Min Cuts: 46 
S Size | Number of Cuts
     1 |            15
     2 |             8
     3 |             6
     4 |             2
     5 |             0
     6 |             0
     7 |             0
     8 |             0
     9 |             0
    10 |             0
    11 |             0
    12 |             0
    13 |             0
    14 |             0
    15 |             1
    16 |             0
    17 |             4
    18 |             3
    19 |             7

graph20_70_928.txt: 
Min Cuts: 46 
S Size | Number of Cuts
     1 |            21
     2 |            10
     3 |             0
     4 |             1
     5 |             0
     6 |             0
     7 |             0
     8 |             0
     9 |             0
    10 |             0
    11 |             1
    12 |             1
    13 |             0
    14 |             0
    15 |             2
    16 |             0
    17 |             0
    18 |             2
    19 |             8

graph20_70_138.txt: 
Min Cuts: 46 
S Size | Number of Cuts
     1 |            26
     2 |             2
     3 |             0
     4 |             0
     5 |             0
     6 |             0
     7 |             0
     8 |             0
     9 |             0
    10 |             0
    11 |             0
    12 |             0
    13 |             0
    14 |             0
    15 |             1
    16 |             0
    17 |             1
    18 |             0
    19 |            16

graph20_70_400.txt: 
Min Cuts: 46 
S Size | Number of Cuts
     1 |            22
     2 |             1
     3 |             5
     4 |             0
     5 |             0
     6 |             0
     7 |             0
     8 |             0
     9 |             0
    10 |             0
    11 |             0
    12 |             0
    13 |             0
    14 |             0
    15 |             0
    16 |             0
    17 |             0
    18 |             4
    19 |            14

graph20_70_866.txt: 
Min Cuts: 46 
S Size | Number of Cuts
     1 |            25
     2 |             3
     3 |             1
     4 |             0
     5 |             0
     6 |             0
     7 |             0
     8 |             0
     9 |             0
    10 |             0
    11 |             1
    12 |             0
    13 |             0
    14 |             0
    15 |             1
    16 |             1
    17 |             1
    18 |             4
    19 |             9

graph20_70_426.txt: 
Min Cuts: 46 
S Size | Number of Cuts
     1 |            29
     2 |             1
     3 |             0
     4 |             0
     5 |             0
     6 |             0
     7 |             0
     8 |             0
     9 |             0
    10 |             0
    11 |             0
    12 |             0
    13 |             0
    14 |             0
    15 |             0
    16 |             1
    17 |             4
    18 |             3
    19 |             8

graph20_70_81.txt: 
Min Cuts: 46 
S Size | Number of Cuts
     1 |            27
     2 |             3
     3 |             0
     4 |             0
     5 |             0
     6 |             0
     7 |             0
     8 |             0
     9 |             0
    10 |             0
    11 |             0
    12 |             0
    13 |             0
    14 |             0
    15 |             0
    16 |             1
    17 |             0
    18 |             2
    19 |            13

graph20_70_416.txt: 
Min Cuts: 47 
S Size | Number of Cuts
     1 |            24
     2 |             7
     3 |             0
     4 |             0
     5 |             0
     6 |             0
     7 |             0
     8 |             0
     9 |             0
    10 |             0
    11 |             0
    12 |             0
    13 |             0
    14 |             0
    15 |             0
    16 |             0
    17 |             1
    18 |             4
    19 |            11

graph20_70_824.txt: 
Min Cuts: 47 
S Size | Number of Cuts
     1 |            26
     2 |             0
     3 |             0
     4 |             0
     5 |             0
     6 |             0
     7 |             0
     8 |             0
     9 |             0
    10 |             0
    11 |             1
    12 |             0
    13 |             0
    14 |             1
    15 |             1
    16 |             2
    17 |             2
    18 |             4
    19 |            10

graph20_70_543.txt: 
Min Cuts: 47 
S Size | Number of Cuts
     1 |            17
     2 |             2
     3 |             8
     4 |             1
     5 |             1
     6 |             0
     7 |             0
     8 |             0
     9 |             0
    10 |             0
    11 |             0
    12 |             0
    13 |             0
    14 |             0
    15 |             0
    16 |             1
    17 |             1
    18 |             5
    19 |            11

graph20_70_218.txt: 
Min Cuts: 47 
S Size | Number of Cuts
     1 |            21
     2 |             9
     3 |             0
     4 |             0
     5 |             0
     6 |             0
     7 |             0
     8 |             0
     9 |             0
    10 |             0
    11 |             0
    12 |             0
    13 |             0
    14 |             0
    15 |             0
    16 |             1
    17 |             4
    18 |             3
    19 |             9

graph20_70_683.txt: 
Min Cuts: 47 
S Size | Number of Cuts
     1 |            23
     2 |             6
     3 |             0
     4 |             1
     5 |             1
     6 |             0
     7 |             0
     8 |             0
     9 |             0
    10 |             0
    11 |             0
    12 |             0
    13 |             0
    14 |             0
    15 |             0
    16 |             0
    17 |             2
    18 |             4
    19 |            10

graph20_70_363.txt: 
Min Cuts: 47 
S Size | Number of Cuts
     1 |            29
     2 |             1
     3 |             1
     4 |             0
     5 |             0
     6 |             0
     7 |             0
     8 |             0
     9 |             0
    10 |             0
    11 |             0
    12 |             0
    13 |             0
    14 |             0
    15 |             1
    16 |             1
    17 |             1
    18 |             3
    19 |            10

graph20_70_323.txt: 
Min Cuts: 47 
S Size | Number of Cuts
     1 |            30
     2 |             2
     3 |             0
     4 |             0
     5 |             0
     6 |             0
     7 |             0
     8 |             0
     9 |             0
    10 |             0
    11 |             0
    12 |             0
    13 |             0
    14 |             0
    15 |             0
    16 |             0
    17 |             1
    18 |             4
    19 |            10

graph20_70_876.txt: 
Min Cuts: 47 
S Size | Number of Cuts
     1 |            29
     2 |             0
     3 |             0
     4 |             0
     5 |             0
     6 |             0
     7 |             0
     8 |             0
     9 |             0
    10 |             0
    11 |             0
    12 |             0
    13 |             0
    14 |             0
    15 |             0
    16 |             0
    17 |             1
    18 |             4
    19 |            13

graph20_70_27.txt: 
Min Cuts: 47 
S Size | Number of Cuts
     1 |            13
     2 |            13
     3 |             1
     4 |             1
     5 |             0
     6 |             1
     7 |             4
     8 |             0
     9 |             1
    10 |             0
    11 |             0
    12 |             0
    13 |             0
    14 |             0
    15 |             2
    16 |             0
    17 |             1
    18 |             2
    19 |             8

graph20_70_922.txt: 
Min Cuts: 47 
S Size | Number of Cuts
     1 |            24
     2 |             2
     3 |             2
     4 |             0
     5 |             7
     6 |             0
     7 |             0
     8 |             0
     9 |             0
    10 |             0
    11 |             0
    12 |             0
    13 |             0
    14 |             0
    15 |             0
    16 |             0
    17 |             2
    18 |             1
    19 |             9

graph20_70_504.txt: 
Min Cuts: 47 
S Size | Number of Cuts
     1 |            28
     2 |             3
     3 |             0
     4 |             0
     5 |             0
     6 |             0
     7 |             0
     8 |             0
     9 |             0
    10 |             0
    11 |             0
    12 |             0
    13 |             0
    14 |             0
    15 |             0
    16 |             1
    17 |             2
    18 |             3
    19 |            10

graph20_70_428.txt: 
Min Cuts: 47 
S Size | Number of Cuts
     1 |            26
     2 |             3
     3 |             1
     4 |             2
     5 |             0
     6 |             0
     7 |             0
     8 |             0
     9 |             0
    10 |             0
    11 |             0
    12 |             0
    13 |             0
    14 |             0
    15 |             0
    16 |             1
    17 |             2
    18 |             4
    19 |             8

graph20_70_458.txt: 
Min Cuts: 47 
S Size | Number of Cuts
     1 |            26
     2 |             6
     3 |             0
     4 |             0
     5 |             0
     6 |             0
     7 |             0
     8 |             0
     9 |             0
    10 |             0
    11 |             0
    12 |             0
    13 |             1
    14 |             0
    15 |             0
    16 |             2
    17 |             4
    18 |             4
    19 |             4

graph20_70_667.txt: 
Min Cuts: 48 
S Size | Number of Cuts
     1 |            25
     2 |             2
     3 |             0
     4 |             3
     5 |             0
     6 |             0
     7 |             0
     8 |             0
     9 |             0
    10 |             0
    11 |             0
    12 |             0
    13 |             0
    14 |             0
    15 |             0
    16 |             1
    17 |             4
    18 |             4
    19 |             9

graph20_70_160.txt: 
Min Cuts: 48 
S Size | Number of Cuts
     1 |            28
     2 |             0
     3 |             3
     4 |             0
     5 |             0
     6 |             0
     7 |             0
     8 |             0
     9 |             0
    10 |             1
    11 |             0
    12 |             0
    13 |             0
    14 |             0
    15 |             1
    16 |             2
    17 |             1
    18 |             5
    19 |             7

graph20_70_567.txt: 
Min Cuts: 48 
S Size | Number of Cuts
     1 |            23
     2 |             6
     3 |             2
     4 |             0
     5 |             0
     6 |             0
     7 |             0
     8 |             0
     9 |             0
    10 |             0
    11 |             0
    12 |             0
    13 |             0
    14 |             1
    15 |             0
    16 |             1
    17 |             0
    18 |             4
    19 |            11

graph20_70_184.txt: 
Min Cuts: 48 
S Size | Number of Cuts
     1 |            29
     2 |             2
     3 |             0
     4 |             0
     5 |             0
     6 |             0
     7 |             0
     8 |             0
     9 |             0
    10 |             0
    11 |             0
    12 |             0
    13 |             1
    14 |             2
    15 |             1
    16 |             1
    17 |             1
    18 |             3
    19 |             8

graph20_70_668.txt: 
Min Cuts: 48 
S Size | Number of Cuts
     1 |            25
     2 |             3
     3 |             0
     4 |             0
     5 |             0
     6 |             0
     7 |             0
     8 |             0
     9 |             0
    10 |             0
    11 |             0
    12 |             0
    13 |             0
    14 |             0
    15 |             0
    16 |             1
    17 |             3
    18 |             5
    19 |            11

graph20_70_270.txt: 
Min Cuts: 48 
S Size | Number of Cuts
     1 |            28
     2 |             3
     3 |             0
     4 |             0
     5 |             0
     6 |             0
     7 |             0
     8 |             0
     9 |             0
    10 |             0
    11 |             0
    12 |             0
    13 |             0
    14 |             0
    15 |             0
    16 |             0
    17 |             1
    18 |             2
    19 |            14

graph20_70_861.txt: 
Min Cuts: 48 
S Size | Number of Cuts
     1 |            30
     2 |             2
     3 |             0
     4 |             0
     5 |             0
     6 |             0
     7 |             0
     8 |             0
     9 |             0
    10 |             0
    11 |             0
    12 |             0
    13 |             0
    14 |             0
    15 |             1
    16 |             0
    17 |             2
    18 |             2
    19 |            11

graph20_70_762.txt: 
Min Cuts: 49 
S Size | Number of Cuts
     1 |            30
     2 |             0
     3 |             1
     4 |             0
     5 |             0
     6 |             0
     7 |             0
     8 |             0
     9 |             0
    10 |             0
    11 |             0
    12 |             0
    13 |             0
    14 |             0
    15 |             0
    16 |             0
    17 |             1
    18 |             3
    19 |            14

graph20_70_941.txt: 
Min Cuts: 49 
S Size | Number of Cuts
     1 |            31
     2 |             2
     3 |             1
     4 |             0
     5 |             0
     6 |             0
     7 |             0
     8 |             0
     9 |             0
    10 |             0
    11 |             0
    12 |             0
    13 |             0
    14 |             0
    15 |             3
    16 |             3
    17 |             3
    18 |             0
    19 |             6

graph20_70_820.txt: 
Min Cuts: 49 
S Size | Number of Cuts
     1 |            25
     2 |             9
     3 |             0
     4 |             0
     5 |             0
     6 |             0
     7 |             0
     8 |             0
     9 |             0
    10 |             0
    11 |             0
    12 |             0
    13 |             1
    14 |             0
    15 |             1
    16 |             0
    17 |             0
    18 |             3
    19 |            10

graph20_70_30.txt: 
Min Cuts: 49 
S Size | Number of Cuts
     1 |            19
     2 |            10
     3 |             4
     4 |             0
     5 |             0
     6 |             0
     7 |             0
     8 |             0
     9 |             0
    10 |             0
    11 |             0
    12 |             0
    13 |             0
    14 |             0
    15 |             1
    16 |             0
    17 |             3
    18 |             5
    19 |             7

graph20_70_836.txt: 
Min Cuts: 49 
S Size | Number of Cuts
     1 |            31
     2 |             0
     3 |             0
     4 |             0
     5 |             0
     6 |             0
     7 |             0
     8 |             0
     9 |             0
    10 |             0
    11 |             0
    12 |             0
    13 |             0
    14 |             0
    15 |             0
    16 |             1
    17 |             1
    18 |             2
    19 |            14

graph20_70_221.txt: 
Min Cuts: 49 
S Size | Number of Cuts
     1 |            30
     2 |             2
     3 |             0
     4 |             0
     5 |             0
     6 |             0
     7 |             0
     8 |             0
     9 |             0
    10 |             0
    11 |             0
    12 |             0
    13 |             0
    14 |             0
    15 |             0
    16 |             0
    17 |             1
    18 |             1
    19 |            15

graph20_70_554.txt: 
Min Cuts: 49 
