graph20_30_120.txt: 
Min Cuts: 37 
S Size | Number of Cuts
    10 |             1
    11 |             0
    12 |             2
    13 |             1
    14 |             2
    15 |             2
    16 |             0
    17 |             2
    18 |             4
    19 |             2

graph20_30_117.txt: 
Min Cuts: 49 
S Size | Number of Cuts
     1 |            13
     2 |            11
     3 |             4
     4 |             0
     5 |             2
     6 |             0
     7 |             0
     8 |             3
     9 |             3
    10 |             0
    11 |             1
    12 |             0
    13 |             1
    14 |             0
    15 |             0
    16 |             1
    17 |             1
    18 |             6
    19 |             3

graph20_30_416.txt: 
Min Cuts: 49 
S Size | Number of Cuts
     1 |            15
     2 |             7
     3 |             1
     4 |             4
     5 |             1
     6 |             2
     7 |             1
     8 |             0
     9 |             0
    10 |             0
    11 |             1
    12 |             0
    13 |             0
    14 |             0
    15 |             1
    16 |             2
    17 |             4
    18 |             4
    19 |             6

graph20_30_458.txt: 
Min Cuts: 49 
S Size | Number of Cuts
     1 |            14
     2 |            13
     3 |             2
     4 |             0
     5 |             0
     6 |             1
     7 |             0
     8 |             0
     9 |             1
    10 |             3
    11 |             1
    12 |             0
    13 |             0
    14 |             3
    15 |             1
    16 |             1
    17 |             3
    18 |             3
    19 |             3

graph20_30_360.txt: 
Min Cuts: 50 
S Size | Number of Cuts
     1 |            16
     2 |             3
     3 |             2
     4 |             5
     5 |             0
     6 |             1
     7 |             0
     8 |             0
     9 |             0
    10 |             2
    11 |             1
    12 |             1
    13 |             1
    14 |             0
    15 |             2
    16 |             4
    17 |             5
    18 |             1
    19 |             6

graph20_30_292.txt: 
Min Cuts: 50 
S Size | Number of Cuts
     1 |            16
     2 |            10
     3 |             4
     4 |             1
     5 |             1
     6 |             0
     7 |             0
     8 |             0
     9 |             0
    10 |             3
    11 |             3
    12 |             0
    13 |             0
    14 |             1
    15 |             0
    16 |             0
    17 |             3
    18 |             2
    19 |             6

graph20_30_736.txt: 
Min Cuts: 50 
S Size | Number of Cuts
     1 |            12
     2 |            11
     3 |             3
     4 |             1
     5 |             1
     6 |             1
     7 |             0
     8 |             0
     9 |             1
    10 |             0
    11 |             3
    12 |             1
    13 |             0
    14 |             1
    15 |             3
    16 |             3
    17 |             3
    18 |             2
    19 |             4

graph20_30_589.txt: 
Min Cuts: 50 
S Size | Number of Cuts
     1 |            20
     2 |             8
     3 |             5
     4 |             2
     5 |             2
     6 |             1
     7 |             0
     8 |             0
     9 |             0
    10 |             0
    11 |             0
    12 |             0
    13 |             0
    14 |             1
    15 |             3
    16 |             1
    17 |             1
    18 |             3
    19 |             3

graph20_30_911.txt: 
Min Cuts: 50 
S Size | Number of Cuts
     1 |            17
     2 |             9
     3 |             0
     4 |             4
     5 |             1
     6 |             0
     7 |             0
     8 |             0
     9 |             0
    10 |             0
    11 |             2
    12 |             0
    13 |             2
    14 |             0
    15 |             4
    16 |             0
    17 |             5
    18 |             1
    19 |             5

graph20_30_557.txt: 
Min Cuts: 50 
S Size | Number of Cuts
     1 |            13
     2 |             9
     3 |             3
     4 |             0
     5 |             0
     6 |             0
     7 |             5
     8 |             0
     9 |             3
    10 |             1
    11 |             0
    12 |             2
    13 |             0
    14 |             0
    15 |             2
    16 |             1
    17 |             3
    18 |             3
    19 |             5

graph20_30_793.txt: 
Min Cuts: 51 
S Size | Number of Cuts
     1 |            22
     2 |             3
     3 |             2
     4 |             2
     5 |             3
     6 |             1
     7 |             2
     8 |             2
     9 |             4
    10 |             1
    11 |             1
    12 |             0
    13 |             1
    14 |             0
    15 |             1
    16 |             0
    17 |             2
    18 |             1
    19 |             3

graph20_30_725.txt: 
Min Cuts: 51 
S Size | Number of Cuts
     1 |            11
     2 |             8
     3 |             4
     4 |             2
     5 |             0
     6 |             0
     7 |             0
     8 |             0
     9 |             0
    10 |             0
    11 |             1
    12 |             0
    13 |             2
    14 |             2
    15 |             4
    16 |             6
    17 |             3
    18 |             5
    19 |             3

graph20_30_389.txt: 
Min Cuts: 52 
S Size | Number of Cuts
     1 |            21
     2 |             7
     3 |             5
     4 |             1
     5 |             4
     6 |             0
     7 |             2
     8 |             1
     9 |             1
    10 |             0
    11 |             1
    12 |             1
    13 |             1
    14 |             1
    15 |             2
    16 |             1
    17 |             1
    18 |             1
    19 |             1

graph20_30_687.txt: 
Min Cuts: 52 
S Size | Number of Cuts
     1 |            18
     2 |             9
     3 |             2
     4 |             2
     5 |             2
     6 |             5
     7 |             4
     8 |             3
     9 |             0
    10 |             1
    11 |             0
    12 |             0
    13 |             0
    14 |             1
    15 |             0
    16 |             0
    17 |             0
    18 |             2
    19 |             3

graph20_30_355.txt: 
Min Cuts: 52 
S Size | Number of Cuts
     1 |            20
     2 |             1
     3 |             8
     4 |             3
     5 |             3
     6 |             1
     7 |             0
     8 |             1
     9 |             0
    10 |             0
    11 |             0
    12 |             0
    13 |             0
    14 |             2
    15 |             1
    16 |             2
    17 |             2
    18 |             3
    19 |             5

graph20_30_835.txt: 
Min Cuts: 52 
S Size | Number of Cuts
     1 |            13
     2 |             7
     3 |             4
     4 |             2
     5 |             1
     6 |             1
     7 |             0
     8 |             1
     9 |             0
    10 |             1
    11 |             1
    12 |             1
    13 |             3
    14 |             2
    15 |             1
    16 |             1
    17 |             6
    18 |             3
    19 |             4

graph20_30_124.txt: 
Min Cuts: 52 
S Size | Number of Cuts
     1 |            15
     2 |             8
     3 |             5
     4 |             3
     5 |             0
     6 |             0
     7 |             0
     8 |             1
     9 |             0
    10 |             0
    11 |             0
    12 |             2
    13 |             3
    14 |             1
    15 |             1
    16 |             2
    17 |             4
    18 |             2
    19 |             5

graph20_30_268.txt: 
Min Cuts: 52 
S Size | Number of Cuts
     1 |            18
     2 |             7
     3 |             2
     4 |             1
     5 |             0
     6 |             0
     7 |             0
     8 |             0
     9 |             2
    10 |             3
    11 |             2
    12 |             1
    13 |             1
    14 |             0
    15 |             0
    16 |             6
    17 |             4
    18 |             2
    19 |             3

graph20_30_959.txt: 
Min Cuts: 52 
S Size | Number of Cuts
     1 |            13
     2 |             8
     3 |             5
     4 |             3
     5 |             1
     6 |             0
     7 |             1
     8 |             0
     9 |             0
    10 |             0
    11 |             4
    12 |             4
    13 |             5
    14 |             1
    15 |             0
    16 |             1
    17 |             2
    18 |             1
    19 |             3

graph20_30_111.txt: 
Min Cuts: 52 
S Size | Number of Cuts
     1 |            18
     2 |             8
     3 |             2
     4 |             2
     5 |             1
     6 |             0
     7 |             2
     8 |             1
     9 |             0
    10 |             2
    11 |             2
    12 |             1
    13 |             2
    14 |             1
    15 |             3
    16 |             1
    17 |             1
    18 |             1
    19 |             4

graph20_30_821.txt: 
Min Cuts: 52 
S Size | Number of Cuts
     1 |            20
     2 |             7
     3 |             5
     4 |             3
     5 |             1
     6 |             0
     7 |             0
     8 |             0
     9 |             0
    10 |             0
    11 |             1
    12 |             0
    13 |             0
    14 |             0
    15 |             0
    16 |             1
    17 |             6
    18 |             3
    19 |             5

graph20_30_973.txt: 
Min Cuts: 52 
S Size | Number of Cuts
     1 |            23
     2 |             8
     3 |             1
     4 |             2
     5 |             0
     6 |             0
     7 |             0
     8 |             0
     9 |             0
    10 |             2
    11 |             0
    12 |             0
    13 |             0
    14 |             3
    15 |             2
    16 |             0
    17 |             1
    18 |             4
    19 |             6

graph20_30_733.txt: 
Min Cuts: 53 
S Size | Number of Cuts
     1 |            13
     2 |             9
     3 |             4
     4 |             6
     5 |             0
     6 |             2
     7 |             2
     8 |             3
     9 |             0
    10 |             3
    11 |             1
    12 |             0
    13 |             0
    14 |             0
    15 |             1
    16 |             0
    17 |             0
    18 |             5
    19 |             4

graph20_30_436.txt: 
Min Cuts: 53 
S Size | Number of Cuts
     1 |            14
     2 |             7
     3 |             7
     4 |             1
     5 |             6
     6 |             0
     7 |             1
     8 |             0
     9 |             0
    10 |             0
    11 |             0
    12 |             1
    13 |             0
    14 |             4
    15 |             3
    16 |             4
    17 |             1
    18 |             1
    19 |             3

graph20_30_218.txt: 
Min Cuts: 53 
S Size | Number of Cuts
     1 |            19
     2 |             8
     3 |             2
     4 |             2
     5 |             1
     6 |             0
     7 |             0
     8 |             0
     9 |             0
    10 |             0
    11 |             2
    12 |             2
    13 |             1
    14 |             1
    15 |             1
    16 |             2
    17 |             3
    18 |             5
    19 |             4

graph20_30_845.txt: 
Min Cuts: 53 
S Size | Number of Cuts
     1 |            18
     2 |            11
     3 |             8
     4 |             1
     5 |             1
     6 |             0
     7 |             0
     8 |             0
     9 |             0
    10 |             0
    11 |             0
    12 |             0
    13 |             0
    14 |             2
    15 |             1
    16 |             0
    17 |             3
    18 |             1
    19 |             7

graph20_30_632.txt: 
Min Cuts: 53 
S Size | Number of Cuts
     1 |            21
     2 |             6
     3 |             5
     4 |             1
     5 |             0
     6 |             0
     7 |             0
     8 |             0
     9 |             0
    10 |             0
    11 |             0
    12 |             2
    13 |             1
    14 |             3
    15 |             1
    16 |             1
    17 |             3
    18 |             4
    19 |             5

graph20_30_126.txt: 
Min Cuts: 53 
S Size | Number of Cuts
     1 |            23
     2 |             7
     3 |             5
     4 |             3
     5 |             2
     6 |             2
     7 |             0
     8 |             0
     9 |             2
    10 |             2
    11 |             0
    12 |             0
    13 |             0
    14 |             0
    15 |             0
    16 |             0
    17 |             1
    18 |             2
    19 |             4

graph20_30_452.txt: 
Min Cuts: 53 
S Size | Number of Cuts
     1 |             8
     2 |            12
     3 |             6
     4 |             4
     5 |             1
     6 |             1
     7 |             3
     8 |             0
     9 |             0
    10 |             2
    11 |             0
    12 |             3
    13 |             1
    14 |             1
    15 |             1
    16 |             4
    17 |             2
    18 |             0
    19 |             4

graph20_30_299.txt: 
Min Cuts: 54 
S Size | Number of Cuts
     1 |            12
     2 |             5
     3 |             5
     4 |             4
     5 |             0
     6 |             0
     7 |             1
     8 |             0
     9 |             5
    10 |             2
    11 |             1
    12 |             3
    13 |             0
    14 |             1
    15 |             1
    16 |             1
    17 |             4
    18 |             6
    19 |             3

graph20_30_251.txt: 
Min Cuts: 54 
S Size | Number of Cuts
     1 |            19
     2 |             3
     3 |             2
     4 |             0
     5 |             0
     6 |             0
     7 |             0
     8 |             1
     9 |             4
    10 |             3
    11 |             0
    12 |             2
    13 |             1
    14 |             2
    15 |             2
    16 |             4
    17 |             5
    18 |             3
    19 |             3

graph20_30_320.txt: 
Min Cuts: 54 
S Size | Number of Cuts
     1 |            11
     2 |            11
     3 |             4
     4 |             1
     5 |             2
     6 |             1
     7 |             0
     8 |             0
     9 |             0
    10 |             3
    11 |             7
    12 |             1
    13 |             0
    14 |             2
    15 |             1
    16 |             1
    17 |             2
    18 |             1
    19 |             6

graph20_30_166.txt: 
Min Cuts: 54 
S Size | Number of Cuts
     1 |            14
     2 |             8
     3 |             4
     4 |             1
     5 |             3
     6 |             2
     7 |             6
     8 |             1
     9 |             2
    10 |             0
    11 |             1
    12 |             0
    13 |             0
    14 |             1
    15 |             0
    16 |             0
    17 |             0
    18 |             4
    19 |             7

graph20_30_151.txt: 
Min Cuts: 54 
S Size | Number of Cuts
     1 |            20
     2 |             5
     3 |             3
     4 |             2
     5 |             3
     6 |             1
     7 |             1
     8 |             2
     9 |             6
    10 |             1
    11 |             2
    12 |             0
    13 |             0
    14 |             1
    15 |             0
    16 |             1
    17 |             0
    18 |             1
    19 |             5

graph20_30_999.txt: 
Min Cuts: 54 
S Size | Number of Cuts
     1 |            14
     2 |             7
     3 |            10
     4 |             6
     5 |             3
     6 |             1
     7 |             0
     8 |             0
     9 |             0
    10 |             0
    11 |             1
    12 |             0
    13 |             0
    14 |             3
    15 |             1
    16 |             2
    17 |             2
    18 |             2
    19 |             2

graph20_30_872.txt: 
Min Cuts: 55 
S Size | Number of Cuts
     1 |            12
     2 |             9
     3 |             7
     4 |             5
     5 |             4
     6 |             0
     7 |             0
     8 |             0
     9 |             0
    10 |             2
    11 |             1
    12 |             2
    13 |             1
    14 |             2
    15 |             1
    16 |             1
    17 |             2
    18 |             0
    19 |             6

graph20_30_960.txt: 
Min Cuts: 55 
S Size | Number of Cuts
     1 |            17
     2 |             7
     3 |             0
     4 |             2
     5 |             0
     6 |             0
     7 |             0
     8 |             1
     9 |             5
    10 |             2
    11 |             2
    12 |             3
    13 |             2
    14 |             3
    15 |             1
    16 |             1
    17 |             3
    18 |             2
    19 |             4

graph20_30_470.txt: 
Min Cuts: 55 
S Size | Number of Cuts
     1 |            15
     2 |             8
     3 |             5
     4 |             1
     5 |             1
     6 |             0
     7 |             2
     8 |             5
     9 |             0
    10 |             0
    11 |             0
    12 |             0
    13 |             2
    14 |             4
    15 |             3
    16 |             2
    17 |             2
    18 |             2
    19 |             3

graph20_30_77.txt: 
Min Cuts: 55 
S Size | Number of Cuts
     1 |            17
     2 |            10
     3 |             7
     4 |             3
     5 |             2
     6 |             1
     7 |             2
     8 |             1
     9 |             0
    10 |             3
    11 |             0
    12 |             3
    13 |             0
    14 |             0
    15 |             1
    16 |             0
    17 |             0
    18 |             1
    19 |             4

graph20_30_931.txt: 
Min Cuts: 55 
S Size | Number of Cuts
     1 |            14
     2 |            10
     3 |             6
     4 |             2
     5 |             0
     6 |             0
     7 |             1
     8 |             1
     9 |             0
    10 |             2
    11 |             4
    12 |             0
    13 |             1
    14 |             1
    15 |             1
    16 |             2
    17 |             2
    18 |             1
    19 |             7

graph20_30_75.txt: 
Min Cuts: 56 
S Size | Number of Cuts
     1 |            18
     2 |            13
     3 |             3
     4 |             3
     5 |             1
     6 |             2
     7 |             3
     8 |             0
     9 |             0
    10 |             0
    11 |             0
    12 |             0
    13 |             1
    14 |             1
    15 |             0
    16 |             0
    17 |             3
    18 |             4
    19 |             4

graph20_30_944.txt: 
Min Cuts: 56 
S Size | Number of Cuts
     1 |            17
     2 |            11
     3 |             4
     4 |             6
     5 |             0
     6 |             0
     7 |             0
     8 |             0
     9 |             2
    10 |             0
    11 |             0
    12 |             0
    13 |             5
    14 |             3
    15 |             1
    16 |             0
    17 |             3
    18 |             1
    19 |             3

graph20_30_510.txt: 
Min Cuts: 56 
S Size | Number of Cuts
     1 |            16
     2 |             8
     3 |             7
     4 |             3
     5 |             2
     6 |             2
     7 |             0
     8 |             0
     9 |             1
    10 |             1
    11 |             1
    12 |             0
    13 |             2
    14 |             2
    15 |             1
    16 |             0
    17 |             5
    18 |             3
    19 |             2

graph20_30_201.txt: 
Min Cuts: 56 
S Size | Number of Cuts
     1 |            19
     2 |            11
     3 |             5
     4 |             0
     5 |             4
     6 |             2
     7 |             0
     8 |             0
     9 |             0
    10 |             0
    11 |             0
    12 |             0
    13 |             1
    14 |             1
    15 |             2
    16 |             0
    17 |             5
    18 |             1
    19 |             5

graph20_30_300.txt: 
Min Cuts: 56 
S Size | Number of Cuts
     1 |            23
     2 |            11
     3 |             2
     4 |             1
     5 |             2
     6 |             0
     7 |             2
     8 |             2
     9 |             2
    10 |             1
    11 |             0
    12 |             1
    13 |             2
    14 |             0
    15 |             3
    16 |             2
    17 |             0
    18 |             0
    19 |             2

graph20_30_431.txt: 
Min Cuts: 57 
S Size | Number of Cuts
     1 |            17
     2 |            17
     3 |             2
     4 |             0
     5 |             0
     6 |             0
     7 |             1
     8 |             0
     9 |             0
    10 |             0
    11 |             0
    12 |             1
    13 |             2
    14 |             2
    15 |             5
    16 |             1
    17 |             1
    18 |             3
    19 |             5

graph20_30_429.txt: 
Min Cuts: 57 
S Size | Number of Cuts
     1 |            14
     2 |             6
     3 |             7
     4 |             8
     5 |             3
     6 |             6
     7 |             0
     8 |             0
     9 |             0
    10 |             0
    11 |             0
    12 |             1
    13 |             0
    14 |             2
    15 |             0
    16 |             1
    17 |             1
    18 |             4
    19 |             4

graph20_30_402.txt: 
Min Cuts: 57 
S Size | Number of Cuts
     1 |            18
     2 |            10
     3 |            10
     4 |             1
     5 |             1
     6 |             2
     7 |             1
     8 |             0
     9 |             0
    10 |             3
    11 |             0
    12 |             0
    13 |             1
    14 |             0
    15 |             0
    16 |             0
    17 |             2
    18 |             3
    19 |             5

graph20_30_928.txt: 
Min Cuts: 57 
S Size | Number of Cuts
     1 |            17
     2 |             5
     3 |            11
     4 |             5
     5 |             2
     6 |             0
     7 |             0
     8 |             0
     9 |             0
    10 |             0
    11 |             0
    12 |             0
    13 |             1
    14 |             1
    15 |             3
    16 |             1
    17 |             2
    18 |             3
    19 |             6

graph20_30_762.txt: 
Min Cuts: 57 
S Size | Number of Cuts
     1 |            16
     2 |             8
     3 |             6
     4 |             7
     5 |             3
     6 |             1
     7 |             0
     8 |             0
     9 |             0
    10 |             1
    11 |             0
    12 |             3
    13 |             0
    14 |             1
    15 |             1
    16 |             3
    17 |             1
    18 |             2
    19 |             4

graph20_30_697.txt: 
Min Cuts: 57 
S Size | Number of Cuts
     1 |            17
     2 |             7
     3 |            10
     4 |             3
     5 |             2
     6 |             5
     7 |             0
     8 |             0
     9 |             0
    10 |             0
    11 |             2
    12 |             0
    13 |             1
    14 |             1
    15 |             1
    16 |             1
    17 |             3
    18 |             0
    19 |             4

graph20_30_434.txt: 
Min Cuts: 57 
S Size | Number of Cuts
     1 |            31
     2 |             6
     3 |             1
     4 |             1
     5 |             0
     6 |             2
     7 |             0
     8 |             0
     9 |             0
    10 |             0
    11 |             0
    12 |             1
    13 |             3
    14 |             0
    15 |             4
    16 |             1
    17 |             1
    18 |             1
    19 |             5

graph20_30_132.txt: 
Min Cuts: 57 
S Size | Number of Cuts
     1 |            12
     2 |             3
     3 |             2
     4 |             4
     5 |             3
     6 |             5
     7 |             4
     8 |             5
     9 |             1
    10 |             1
    11 |             1
    12 |             0
    13 |             1
    14 |             0
    15 |             1
    16 |             0
    17 |             5
    18 |             4
    19 |             5

graph20_30_231.txt: 
Min Cuts: 57 
S Size | Number of Cuts
     1 |            18
     2 |            11
     3 |             3
     4 |             0
     5 |             9
     6 |             1
     7 |             0
     8 |             0
     9 |             0
    10 |             0
    11 |             0
    12 |             1
    13 |             1
    14 |             2
    15 |             2
    16 |             3
    17 |             1
    18 |             2
    19 |             3

graph20_30_591.txt: 
Min Cuts: 58 
S Size | Number of Cuts
     1 |            31
     2 |             7
     3 |             3
     4 |             0
     5 |             1
     6 |             3
     7 |             0
     8 |             0
     9 |             2
    10 |             0
    11 |             0
    12 |             0
    13 |             0
    14 |             0
    15 |             1
    16 |             0
    17 |             4
    18 |             3
    19 |             3

graph20_30_180.txt: 
Min Cuts: 58 
S Size | Number of Cuts
     1 |            15
     2 |             7
     3 |            10
     4 |             7
     5 |             1
     6 |             5
     7 |             0
     8 |             0
     9 |             0
    10 |             0
    11 |             2
    12 |             0
    13 |             0
    14 |             1
    15 |             0
    16 |             0
    17 |             2
    18 |             5
    19 |             3

graph20_30_379.txt: 
Min Cuts: 58 
S Size | Number of Cuts
     1 |            29
     2 |             4
     3 |             3
     4 |             3
     5 |             1
     6 |             0
     7 |             0
     8 |             0
     9 |             0
    10 |             1
    11 |             1
    12 |             1
    13 |             1
    14 |             4
    15 |             1
    16 |             3
    17 |             2
    18 |             1
    19 |             3

graph20_30_585.txt: 
Min Cuts: 58 
S Size | Number of Cuts
     1 |            20
     2 |             5
     3 |             8
     4 |             3
     5 |             4
     6 |             2
     7 |             3
     8 |             0
     9 |             3
    10 |             1
    11 |             1
    12 |             1
    13 |             0
    14 |             0
    15 |             2
    16 |             0
    17 |             0
    18 |             1
    19 |             4

graph20_30_513.txt: 
Min Cuts: 58 
S Size | Number of Cuts
     1 |            17
     2 |             9
     3 |             2
     4 |             0
     5 |             1
     6 |             1
     7 |             5
     8 |             1
     9 |             0
    10 |             1
    11 |             2
    12 |             2
    13 |             3
    14 |             2
    15 |             4
    16 |             1
    17 |             2
    18 |             2
    19 |             3

graph20_30_776.txt: 
Min Cuts: 58 
S Size | Number of Cuts
     1 |            24
     2 |             6
     3 |             2
     4 |             2
     5 |             5
     6 |             1
     7 |             2
     8 |             2
     9 |             1
    10 |             2
    11 |             0
    12 |             1
    13 |             4
    14 |             0
    15 |             0
    16 |             2
    17 |             0
    18 |             3
    19 |             1

graph20_30_453.txt: 
Min Cuts: 58 
S Size | Number of Cuts
     1 |            18
     2 |             9
     3 |             4
     4 |             3
     5 |             2
     6 |             1
     7 |             5
     8 |             0
     9 |             2
    10 |             0
    11 |             2
    12 |             0
    13 |             0
    14 |             1
    15 |             1
    16 |             0
    17 |             2
    18 |             3
    19 |             5

graph20_30_584.txt: 
Min Cuts: 59 
S Size | Number of Cuts
     1 |            25
     2 |            14
     3 |             6
     4 |             0
     5 |             0
     6 |             0
     7 |             0
     8 |             0
     9 |             0
    10 |             0
    11 |             0
    12 |             0
    13 |             0
    14 |             1
    15 |             2
    16 |             0
    17 |             4
    18 |             1
    19 |             6

graph20_30_33.txt: 
Min Cuts: 59 
S Size | Number of Cuts
     1 |            21
     2 |            12
     3 |             5
     4 |             6
     5 |             1
     6 |             3
     7 |             2
     8 |             0
     9 |             0
    10 |             0
    11 |             0
    12 |             0
    13 |             0
    14 |             0
    15 |             0
    16 |             0
    17 |             4
    18 |             2
    19 |             3

graph20_30_103.txt: 
Min Cuts: 59 
S Size | Number of Cuts
     1 |            16
     2 |            10
     3 |             6
     4 |             7
     5 |             3
     6 |             0
     7 |             0
     8 |             0
     9 |             0
    10 |             0
    11 |             3
    12 |             1
    13 |             0
    14 |             1
    15 |             1
    16 |             1
    17 |             1
    18 |             4
    19 |             5

graph20_30_79.txt: 
Min Cuts: 59 
S Size | Number of Cuts
     1 |            20
     2 |             4
     3 |             5
     4 |             3
     5 |             5
     6 |             2
     7 |             1
     8 |             2
     9 |             1
    10 |             0
    11 |             3
    12 |             0
    13 |             0
    14 |             1
    15 |             4
    16 |             2
    17 |             1
    18 |             2
    19 |             3

graph20_30_460.txt: 
Min Cuts: 59 
S Size | Number of Cuts
     1 |            14
     2 |            10
     3 |             5
     4 |             3
     5 |             3
     6 |             5
     7 |             4
     8 |             0
     9 |             1
    10 |             1
    11 |             0
    12 |             0
    13 |             0
    14 |             3
    15 |             0
    16 |             3
    17 |             2
    18 |             0
    19 |             5

graph20_30_683.txt: 
Min Cuts: 59 
