graph20_21_773.txt: 
Min Cuts: 48 
S Size | Number of Cuts
    18 |             1
    19 |             1

graph20_21_98.txt: 
Min Cuts: 52 
S Size | Number of Cuts
     1 |            19
     2 |             8
     3 |             5
     4 |             2
     5 |             2
     6 |             2
     7 |             2
     8 |             1
     9 |             1
    10 |             1
    11 |             1
    12 |             1
    13 |             1
    14 |             1
    15 |             1
    16 |             1
    17 |             1
    18 |             1
    19 |             1

graph20_21_151.txt: 
Min Cuts: 52 
S Size | Number of Cuts
     1 |            19
     2 |            10
     3 |             4
     4 |             2
     5 |             2
     6 |             1
     7 |             2
     8 |             1
     9 |             1
    10 |             1
    11 |             1
    12 |             1
    13 |             1
    14 |             0
    15 |             1
    16 |             1
    17 |             1
    18 |             1
    19 |             2

graph20_21_534.txt: 
Min Cuts: 52 
S Size | Number of Cuts
     1 |            19
     2 |             9
     3 |             4
     4 |             3
     5 |             2
     6 |             1
     7 |             1
     8 |             1
     9 |             1
    10 |             1
    11 |             1
    12 |             1
    13 |             1
    14 |             1
    15 |             1
    16 |             1
    17 |             1
    18 |             1
    19 |             2

graph20_21_740.txt: 
Min Cuts: 52 
S Size | Number of Cuts
     1 |            19
     2 |             9
     3 |             5
     4 |             3
     5 |             2
     6 |             1
     7 |             1
     8 |             1
     9 |             1
    10 |             1
    11 |             1
    12 |             1
    13 |             1
    14 |             1
    15 |             1
    16 |             1
    17 |             1
    18 |             1
    19 |             1

graph20_21_152.txt: 
Min Cuts: 52 
S Size | Number of Cuts
     1 |            19
     2 |             7
     3 |             6
     4 |             4
     5 |             2
     6 |             1
     7 |             1
     8 |             1
     9 |             0
    10 |             1
    11 |             1
    12 |             1
    13 |             1
    14 |             1
    15 |             1
    16 |             1
    17 |             1
    18 |             1
    19 |             2

graph20_21_443.txt: 
Min Cuts: 53 
S Size | Number of Cuts
     1 |            19
     2 |             9
     3 |             6
     4 |             4
     5 |             1
     6 |             1
     7 |             1
     8 |             1
     9 |             1
    10 |             1
    11 |             1
    12 |             1
    13 |             1
    14 |             1
    15 |             1
    16 |             1
    17 |             1
    18 |             1
    19 |             1

graph20_21_727.txt: 
Min Cuts: 53 
S Size | Number of Cuts
     1 |            19
     2 |             7
     3 |             4
     4 |             3
     5 |             3
     6 |             2
     7 |             2
     8 |             1
     9 |             2
    10 |             1
    11 |             1
    12 |             1
    13 |             1
    14 |             1
    15 |             1
    16 |             1
    17 |             1
    18 |             1
    19 |             1

graph20_21_834.txt: 
Min Cuts: 53 
S Size | Number of Cuts
     1 |            19
     2 |             7
     3 |             4
     4 |             2
     5 |             2
     6 |             2
     7 |             1
     8 |             2
     9 |             2
    10 |             2
    11 |             2
    12 |             1
    13 |             1
    14 |             0
    15 |             1
    16 |             1
    17 |             1
    18 |             1
    19 |             2

graph20_21_22.txt: 
Min Cuts: 53 
S Size | Number of Cuts
     1 |            19
     2 |             8
     3 |             4
     4 |             3
     5 |             3
     6 |             2
     7 |             2
     8 |             1
     9 |             1
    10 |             1
    11 |             1
    12 |             1
    13 |             1
    14 |             1
    15 |             1
    16 |             1
    17 |             1
    18 |             1
    19 |             1

graph20_21_63.txt: 
Min Cuts: 54 
S Size | Number of Cuts
     1 |            19
     2 |             9
     3 |             5
     4 |             3
     5 |             3
     6 |             2
     7 |             1
     8 |             1
     9 |             1
    10 |             1
    11 |             1
    12 |             1
    13 |             1
    14 |             1
    15 |             1
    16 |             1
    17 |             1
    18 |             1
    19 |             1

graph20_21_887.txt: 
Min Cuts: 54 
S Size | Number of Cuts
     1 |            19
     2 |             6
     3 |             5
     4 |             2
     5 |             3
     6 |             3
     7 |             3
     8 |             1
     9 |             1
    10 |             1
    11 |             1
    12 |             1
    13 |             1
    14 |             1
    15 |             1
    16 |             1
    17 |             1
    18 |             1
    19 |             2

graph20_21_457.txt: 
Min Cuts: 54 
S Size | Number of Cuts
     1 |            19
     2 |            10
     3 |             5
     4 |             5
     5 |             3
     6 |             3
     7 |             3
     8 |             2
     9 |             1
    10 |             1
    11 |             0
    12 |             1
    13 |             0
    14 |             0
    15 |             0
    16 |             0
    17 |             0
    18 |             0
    19 |             1

graph20_21_488.txt: 
Min Cuts: 54 
S Size | Number of Cuts
     1 |            19
     2 |            10
     3 |             5
     4 |             4
     5 |             2
     6 |             1
     7 |             1
     8 |             1
     9 |             1
    10 |             1
    11 |             1
    12 |             1
    13 |             1
    14 |             1
    15 |             1
    16 |             1
    17 |             1
    18 |             1
    19 |             1

graph20_21_626.txt: 
Min Cuts: 54 
S Size | Number of Cuts
     1 |            19
     2 |             8
     3 |             4
     4 |             3
     5 |             3
     6 |             1
     7 |             2
     8 |             2
     9 |             2
    10 |             1
    11 |             0
    12 |             1
    13 |             1
    14 |             1
    15 |             1
    16 |             1
    17 |             1
    18 |             1
    19 |             2

graph20_21_602.txt: 
Min Cuts: 54 
S Size | Number of Cuts
     1 |            19
     2 |            10
     3 |             4
     4 |             4
     5 |             1
     6 |             2
     7 |             2
     8 |             1
     9 |             1
    10 |             1
    11 |             1
    12 |             1
    13 |             1
    14 |             1
    15 |             1
    16 |             1
    17 |             1
    18 |             1
    19 |             1

graph20_21_27.txt: 
Min Cuts: 54 
S Size | Number of Cuts
     1 |            19
     2 |             8
     3 |             5
     4 |             3
     5 |             2
     6 |             2
     7 |             2
     8 |             2
     9 |             1
    10 |             1
    11 |             1
    12 |             1
    13 |             1
    14 |             1
    15 |             1
    16 |             1
    17 |             1
    18 |             1
    19 |             1

graph20_21_170.txt: 
Min Cuts: 54 
S Size | Number of Cuts
     1 |            19
     2 |            10
     3 |             7
     4 |             4
     5 |             3
     6 |             2
     7 |             2
     8 |             2
     9 |             1
    10 |             1
    11 |             1
    12 |             1
    13 |             1
    14 |             0
    15 |             0
    16 |             0
    17 |             0
    18 |             0
    19 |             0

graph20_21_731.txt: 
Min Cuts: 54 
S Size | Number of Cuts
     1 |            19
     2 |             8
     3 |             6
     4 |             3
     5 |             2
     6 |             2
     7 |             2
     8 |             1
     9 |             1
    10 |             1
    11 |             1
    12 |             1
    13 |             1
    14 |             0
    15 |             1
    16 |             1
    17 |             1
    18 |             1
    19 |             2

graph20_21_110.txt: 
Min Cuts: 54 
S Size | Number of Cuts
     1 |            19
     2 |             7
     3 |             7
     4 |             4
     5 |             2
     6 |             1
     7 |             1
     8 |             1
     9 |             1
    10 |             1
    11 |             1
    12 |             1
    13 |             1
    14 |             1
    15 |             1
    16 |             1
    17 |             1
    18 |             1
    19 |             2

graph20_21_101.txt: 
Min Cuts: 55 
S Size | Number of Cuts
     1 |            19
     2 |             8
     3 |             4
     4 |             3
     5 |             3
     6 |             2
     7 |             2
     8 |             2
     9 |             2
    10 |             1
    11 |             1
    12 |             1
    13 |             1
    14 |             1
    15 |             1
    16 |             1
    17 |             0
    18 |             1
    19 |             2

graph20_21_771.txt: 
Min Cuts: 55 
S Size | Number of Cuts
     1 |            19
     2 |             9
     3 |             5
     4 |             3
     5 |             3
     6 |             2
     7 |             2
     8 |             1
     9 |             1
    10 |             1
    11 |             1
    12 |             1
    13 |             1
    14 |             1
    15 |             1
    16 |             1
    17 |             1
    18 |             1
    19 |             1

graph20_21_463.txt: 
Min Cuts: 55 
S Size | Number of Cuts
     1 |            19
     2 |             9
     3 |             5
     4 |             3
     5 |             3
     6 |             3
     7 |             1
     8 |             1
     9 |             1
    10 |             1
    11 |             1
    12 |             1
    13 |             1
    14 |             1
    15 |             1
    16 |             1
    17 |             1
    18 |             1
    19 |             1

graph20_21_859.txt: 
Min Cuts: 55 
S Size | Number of Cuts
     1 |            19
     2 |             9
     3 |             5
     4 |             2
     5 |             2
     6 |             2
     7 |             2
     8 |             2
     9 |             2
    10 |             1
    11 |             1
    12 |             1
    13 |             1
    14 |             0
    15 |             1
    16 |             1
    17 |             1
    18 |             1
    19 |             2

graph20_21_107.txt: 
Min Cuts: 55 
S Size | Number of Cuts
     1 |            19
     2 |             9
     3 |             5
     4 |             3
     5 |             2
     6 |             2
     7 |             2
     8 |             2
     9 |             1
    10 |             1
    11 |             1
    12 |             1
    13 |             1
    14 |             1
    15 |             1
    16 |             1
    17 |             1
    18 |             1
    19 |             1

graph20_21_400.txt: 
Min Cuts: 55 
S Size | Number of Cuts
     1 |            19
     2 |             9
     3 |             4
     4 |             3
     5 |             3
     6 |             2
     7 |             2
     8 |             2
     9 |             1
    10 |             1
    11 |             1
    12 |             1
    13 |             1
    14 |             1
    15 |             1
    16 |             1
    17 |             1
    18 |             1
    19 |             1

graph20_21_428.txt: 
Min Cuts: 55 
S Size | Number of Cuts
     1 |            19
     2 |             9
     3 |             5
     4 |             5
     5 |             3
     6 |             1
     7 |             1
     8 |             1
     9 |             1
    10 |             1
    11 |             1
    12 |             1
    13 |             1
    14 |             1
    15 |             1
    16 |             1
    17 |             1
    18 |             1
    19 |             1

graph20_21_925.txt: 
Min Cuts: 55 
S Size | Number of Cuts
     1 |            19
     2 |            10
     3 |             6
     4 |             3
     5 |             1
     6 |             2
     7 |             1
     8 |             1
     9 |             1
    10 |             1
    11 |             1
    12 |             1
    13 |             1
    14 |             1
    15 |             1
    16 |             1
    17 |             1
    18 |             1
    19 |             2

graph20_21_483.txt: 
Min Cuts: 55 
S Size | Number of Cuts
     1 |            19
     2 |            10
     3 |             4
     4 |             4
     5 |             3
     6 |             2
     7 |             1
     8 |             1
     9 |             1
    10 |             1
    11 |             1
    12 |             1
    13 |             1
    14 |             1
    15 |             1
    16 |             1
    17 |             1
    18 |             1
    19 |             1

graph20_21_86.txt: 
Min Cuts: 55 
S Size | Number of Cuts
     1 |            19
     2 |             9
     3 |             5
     4 |             3
     5 |             3
     6 |             2
     7 |             1
     8 |             2
     9 |             1
    10 |             1
    11 |             1
    12 |             1
    13 |             1
    14 |             1
    15 |             1
    16 |             1
    17 |             1
    18 |             1
    19 |             1

graph20_21_246.txt: 
Min Cuts: 56 
S Size | Number of Cuts
     1 |            19
     2 |             8
     3 |             5
     4 |             2
     5 |             3
     6 |             2
     7 |             2
     8 |             2
     9 |             2
    10 |             2
    11 |             1
    12 |             1
    13 |             1
    14 |             0
    15 |             1
    16 |             1
    17 |             1
    18 |             1
    19 |             2

graph20_21_547.txt: 
Min Cuts: 56 
S Size | Number of Cuts
     1 |            19
     2 |            11
     3 |             6
     4 |             4
     5 |             2
     6 |             1
     7 |             1
     8 |             1
     9 |             1
    10 |             1
    11 |             1
    12 |             1
    13 |             1
    14 |             1
    15 |             1
    16 |             1
    17 |             1
    18 |             1
    19 |             1

graph20_21_578.txt: 
Min Cuts: 56 
S Size | Number of Cuts
     1 |            19
     2 |             9
     3 |             5
     4 |             4
     5 |             3
     6 |             2
     7 |             2
     8 |             1
     9 |             1
    10 |             1
    11 |             1
    12 |             1
    13 |             1
    14 |             1
    15 |             1
    16 |             1
    17 |             1
    18 |             1
    19 |             1

graph20_21_678.txt: 
Min Cuts: 56 
S Size | Number of Cuts
     1 |            19
     2 |             8
     3 |             6
     4 |             3
     5 |             2
     6 |             1
     7 |             2
     8 |             2
     9 |             2
    10 |             2
    11 |             1
    12 |             1
    13 |             1
    14 |             1
    15 |             1
    16 |             1
    17 |             1
    18 |             1
    19 |             1

graph20_21_992.txt: 
Min Cuts: 56 
S Size | Number of Cuts
     1 |            19
     2 |             8
     3 |             4
     4 |             3
     5 |             2
     6 |             2
     7 |             2
     8 |             2
     9 |             2
    10 |             1
    11 |             2
    12 |             1
    13 |             1
    14 |             1
    15 |             1
    16 |             1
    17 |             1
    18 |             1
    19 |             2

graph20_21_190.txt: 
Min Cuts: 56 
S Size | Number of Cuts
     1 |            19
     2 |             9
     3 |             6
     4 |             3
     5 |             2
     6 |             2
     7 |             2
     8 |             1
     9 |             1
    10 |             1
    11 |             1
    12 |             1
    13 |             1
    14 |             1
    15 |             1
    16 |             1
    17 |             1
    18 |             1
    19 |             2

graph20_21_405.txt: 
Min Cuts: 56 
S Size | Number of Cuts
     1 |            19
     2 |             9
     3 |             5
     4 |             3
     5 |             3
     6 |             3
     7 |             1
     8 |             1
     9 |             1
    10 |             1
    11 |             1
    12 |             1
    13 |             1
    14 |             1
    15 |             1
    16 |             1
    17 |             1
    18 |             1
    19 |             2

graph20_21_877.txt: 
Min Cuts: 56 
S Size | Number of Cuts
     1 |            19
     2 |             9
     3 |             5
     4 |             4
     5 |             3
     6 |             2
     7 |             2
     8 |             1
     9 |             1
    10 |             1
    11 |             1
    12 |             1
    13 |             1
    14 |             1
    15 |             1
    16 |             1
    17 |             1
    18 |             1
    19 |             1

graph20_21_847.txt: 
Min Cuts: 56 
S Size | Number of Cuts
     1 |            19
     2 |             7
     3 |             6
     4 |             3
     5 |             3
     6 |             3
     7 |             3
     8 |             1
     9 |             1
    10 |             1
    11 |             1
    12 |             1
    13 |             1
    14 |             1
    15 |             0
    16 |             1
    17 |             1
    18 |             1
    19 |             2

graph20_21_35.txt: 
Min Cuts: 56 
S Size | Number of Cuts
     1 |            19
     2 |             8
     3 |             6
     4 |             4
     5 |             3
     6 |             2
     7 |             2
     8 |             1
     9 |             1
    10 |             0
    11 |             1
    12 |             1
    13 |             1
    14 |             1
    15 |             1
    16 |             1
    17 |             1
    18 |             1
    19 |             2

graph20_21_659.txt: 
Min Cuts: 56 
S Size | Number of Cuts
     1 |            19
     2 |             9
     3 |             7
     4 |             4
     5 |             3
     6 |             1
     7 |             1
     8 |             0
     9 |             1
    10 |             1
    11 |             1
    12 |             1
    13 |             1
    14 |             1
    15 |             1
    16 |             1
    17 |             1
    18 |             1
    19 |             2

graph20_21_385.txt: 
Min Cuts: 56 
S Size | Number of Cuts
     1 |            19
     2 |             8
     3 |             5
     4 |             4
     5 |             3
     6 |             3
     7 |             2
     8 |             1
     9 |             1
    10 |             1
    11 |             1
    12 |             1
    13 |             1
    14 |             1
    15 |             1
    16 |             1
    17 |             0
    18 |             1
    19 |             2

graph20_21_994.txt: 
Min Cuts: 56 
S Size | Number of Cuts
     1 |            19
     2 |             7
     3 |             7
     4 |             4
     5 |             3
     6 |             2
     7 |             1
     8 |             1
     9 |             1
    10 |             1
    11 |             1
    12 |             1
    13 |             1
    14 |             1
    15 |             1
    16 |             1
    17 |             1
    18 |             1
    19 |             2

graph20_21_974.txt: 
Min Cuts: 56 
S Size | Number of Cuts
     1 |            19
     2 |             8
     3 |             5
     4 |             3
     5 |             2
     6 |             1
     7 |             2
     8 |             2
     9 |             2
    10 |             2
    11 |             2
    12 |             1
    13 |             1
    14 |             1
    15 |             0
    16 |             1
    17 |             1
    18 |             1
    19 |             2

graph20_21_23.txt: 
Min Cuts: 56 
S Size | Number of Cuts
     1 |            19
     2 |             7
     3 |             5
     4 |             5
     5 |             2
     6 |             2
     7 |             2
     8 |             2
     9 |             1
    10 |             1
    11 |             1
    12 |             1
    13 |             1
    14 |             1
    15 |             1
    16 |             1
    17 |             1
    18 |             1
    19 |             2

graph20_21_311.txt: 
Min Cuts: 56 
S Size | Number of Cuts
     1 |            19
     2 |            10
     3 |             5
     4 |             4
     5 |             2
     6 |             2
     7 |             2
     8 |             1
     9 |             1
    10 |             1
    11 |             1
    12 |             1
    13 |             1
    14 |             1
    15 |             1
    16 |             1
    17 |             1
    18 |             1
    19 |             1

graph20_21_272.txt: 
Min Cuts: 56 
S Size | Number of Cuts
     1 |            19
     2 |             8
     3 |             6
     4 |             4
     5 |             3
     6 |             3
     7 |             1
     8 |             1
     9 |             1
    10 |             1
    11 |             1
    12 |             0
    13 |             1
    14 |             1
    15 |             1
    16 |             1
    17 |             1
    18 |             1
    19 |             2

graph20_21_629.txt: 
Min Cuts: 57 
S Size | Number of Cuts
     1 |            19
     2 |            10
     3 |             5
     4 |             4
     5 |             3
     6 |             2
     7 |             2
     8 |             1
     9 |             1
    10 |             1
    11 |             1
    12 |             1
    13 |             1
    14 |             1
    15 |             1
    16 |             1
    17 |             1
    18 |             1
    19 |             1

graph20_21_238.txt: 
Min Cuts: 57 
S Size | Number of Cuts
     1 |            19
     2 |            10
     3 |             5
     4 |             5
     5 |             4
     6 |             3
     7 |             2
     8 |             2
     9 |             1
    10 |             1
    11 |             1
    12 |             0
    13 |             1
    14 |             1
    15 |             1
    16 |             0
    17 |             0
    18 |             0
    19 |             1

graph20_21_831.txt: 
Min Cuts: 57 
S Size | Number of Cuts
     1 |            19
     2 |            10
     3 |             4
     4 |             5
     5 |             3
     6 |             2
     7 |             1
     8 |             2
     9 |             1
    10 |             1
    11 |             1
    12 |             1
    13 |             1
    14 |             1
    15 |             1
    16 |             1
    17 |             1
    18 |             1
    19 |             1

graph20_21_739.txt: 
Min Cuts: 57 
S Size | Number of Cuts
     1 |            19
     2 |            10
     3 |             6
     4 |             4
     5 |             3
     6 |             2
     7 |             1
     8 |             1
     9 |             1
    10 |             1
    11 |             1
    12 |             1
    13 |             1
    14 |             1
    15 |             1
    16 |             1
    17 |             1
    18 |             1
    19 |             1

graph20_21_824.txt: 
Min Cuts: 57 
S Size | Number of Cuts
     1 |            19
     2 |            12
     3 |             6
     4 |             3
     5 |             2
     6 |             2
     7 |             1
     8 |             1
     9 |             1
    10 |             1
    11 |             1
    12 |             1
    13 |             1
    14 |             1
    15 |             1
    16 |             1
    17 |             1
    18 |             1
    19 |             1

graph20_21_764.txt: 
Min Cuts: 57 
S Size | Number of Cuts
     1 |            19
     2 |             9
     3 |             5
     4 |             3
     5 |             4
     6 |             2
     7 |             2
     8 |             1
     9 |             1
    10 |             1
    11 |             1
    12 |             1
    13 |             1
    14 |             1
    15 |             1
    16 |             1
    17 |             1
    18 |             1
    19 |             2

graph20_21_499.txt: 
Min Cuts: 57 
S Size | Number of Cuts
     1 |            19
     2 |             9
     3 |             6
     4 |             5
     5 |             3
     6 |             2
     7 |             1
     8 |             1
     9 |             1
    10 |             1
    11 |             1
    12 |             1
    13 |             1
    14 |             1
    15 |             1
    16 |             1
    17 |             1
    18 |             1
    19 |             1

graph20_21_501.txt: 
Min Cuts: 57 
S Size | Number of Cuts
     1 |            19
     2 |             9
     3 |             6
     4 |             3
     5 |             3
     6 |             3
     7 |             2
     8 |             1
     9 |             1
    10 |             1
    11 |             1
    12 |             1
    13 |             1
    14 |             1
    15 |             1
    16 |             1
    17 |             1
    18 |             1
    19 |             1

graph20_21_971.txt: 
Min Cuts: 57 
S Size | Number of Cuts
     1 |            19
     2 |             9
     3 |             6
     4 |             5
     5 |             3
     6 |             2
     7 |             1
     8 |             1
     9 |             1
    10 |             1
    11 |             1
    12 |             1
    13 |             1
    14 |             1
    15 |             1
    16 |             1
    17 |             1
    18 |             1
    19 |             1

graph20_21_195.txt: 
Min Cuts: 57 
S Size | Number of Cuts
     1 |            19
     2 |             9
     3 |             5
     4 |             3
     5 |             3
     6 |             3
     7 |             2
     8 |             2
     9 |             1
    10 |             1
    11 |             1
    12 |             1
    13 |             1
    14 |             1
    15 |             1
    16 |             1
    17 |             1
    18 |             0
    19 |             2

graph20_21_628.txt: 
Min Cuts: 57 
S Size | Number of Cuts
     1 |            19
     2 |             9
     3 |             5
     4 |             4
     5 |             3
     6 |             3
     7 |             2
     8 |             1
     9 |             1
    10 |             1
    11 |             1
    12 |             1
    13 |             1
    14 |             1
    15 |             1
    16 |             1
    17 |             1
    18 |             1
    19 |             1

graph20_21_322.txt: 
Min Cuts: 57 
S Size | Number of Cuts
     1 |            19
     2 |             8
     3 |             4
     4 |             4
     5 |             2
     6 |             2
     7 |             1
     8 |             2
     9 |             2
    10 |             2
    11 |             2
    12 |             2
    13 |             1
    14 |             1
    15 |             0
    16 |             1
    17 |             1
    18 |             1
    19 |             2

graph20_21_317.txt: 
Min Cuts: 57 
S Size | Number of Cuts
     1 |            19
     2 |             9
     3 |             7
     4 |             4
     5 |             2
     6 |             2
     7 |             2
     8 |             1
     9 |             1
    10 |             1
    11 |             1
    12 |             1
    13 |             1
    14 |             1
    15 |             1
    16 |             1
    17 |             1
    18 |             1
    19 |             1

graph20_21_277.txt: 
Min Cuts: 57 
S Size | Number of Cuts
     1 |            19
     2 |            10
     3 |             7
     4 |             3
     5 |             2
     6 |             2
     7 |             2
     8 |             1
     9 |             1
    10 |             1
    11 |             1
    12 |             1
    13 |             1
    14 |             1
    15 |             1
    16 |             1
    17 |             1
    18 |             1
    19 |             1

graph20_21_607.txt: 
Min Cuts: 57 
S Size | Number of Cuts
     1 |            19
     2 |            10
     3 |             7
     4 |             5
     5 |             2
     6 |             1
     7 |             1
     8 |             1
     9 |             1
    10 |             1
    11 |             1
    12 |             0
    13 |             1
    14 |             1
    15 |             1
    16 |             1
    17 |             1
    18 |             1
    19 |             2

graph20_21_805.txt: 
Min Cuts: 57 
S Size | Number of Cuts
     1 |            19
     2 |            10
     3 |             5
     4 |             3
     5 |             4
     6 |             2
     7 |             1
     8 |             2
     9 |             1
    10 |             1
    11 |             1
    12 |             1
    13 |             0
    14 |             1
    15 |             1
    16 |             1
    17 |             1
    18 |             1
    19 |             2

graph20_21_593.txt: 
Min Cuts: 57 
S Size | Number of Cuts
     1 |            19
     2 |            10
     3 |             6
     4 |             3
     5 |             3
     6 |             1
     7 |             2
     8 |             1
     9 |             1
    10 |             1
    11 |             1
    12 |             1
    13 |             1
    14 |             1
    15 |             1
    16 |             1
    17 |             1
    18 |             1
    19 |             2

graph20_21_611.txt: 
Min Cuts: 57 
S Size | Number of Cuts
     1 |            19
     2 |             9
     3 |             5
     4 |             3
     5 |             1
     6 |             2
     7 |             2
     8 |             2
     9 |             2
    10 |             2
    11 |             2
    12 |             1
    13 |             1
    14 |             1
    15 |             1
    16 |             1
    17 |             1
    18 |             1
    19 |             1

graph20_21_99.txt: 
Min Cuts: 57 
S Size | Number of Cuts
     1 |            19
     2 |            10
     3 |             6
     4 |             3
     5 |             3
     6 |             2
     7 |             2
     8 |             1
     9 |             1
    10 |             1
    11 |             1
    12 |             1
    13 |             1
    14 |             1
    15 |             1
    16 |             1
    17 |             1
    18 |             1
    19 |             1

graph20_21_515.txt: 
Min Cuts: 57 
S Size | Number of Cuts
     1 |            19
     2 |            10
     3 |             5
     4 |             2
     5 |             2
     6 |             2
     7 |             2
     8 |             2
     9 |             2
    10 |             2
    11 |             1
    12 |             1
    13 |             1
    14 |             1
    15 |             1
    16 |             1
    17 |             1
    18 |             1
    19 |             1

graph20_21_62.txt: 
Min Cuts: 57 
S Size | Number of Cuts
     1 |            19
     2 |            12
     3 |             6
     4 |             3
     5 |             2
     6 |             2
     7 |             1
     8 |             1
     9 |             1
    10 |             1
    11 |             1
    12 |             1
    13 |             1
    14 |             1
    15 |             1
    16 |             1
    17 |             1
    18 |             1
    19 |             1

graph20_21_632.txt: 
Min Cuts: 57 
S Size | Number of Cuts
     1 |            19
     2 |             9
     3 |             5
     4 |             4
     5 |             3
     6 |             3
     7 |             2
     8 |             1
     9 |             1
    10 |             1
    11 |             1
    12 |             1
    13 |             1
    14 |             1
    15 |             1
    16 |             1
    17 |             1
    18 |             1
    19 |             1

graph20_21_268.txt: 
Min Cuts: 57 
S Size | Number of Cuts
     1 |            19
     2 |            10
     3 |             5
     4 |             3
     5 |             3
     6 |             2
     7 |             2
     8 |             2
     9 |             1
    10 |             1
    11 |             0
    12 |             1
    13 |             1
    14 |             1
    15 |             1
    16 |             1
    17 |             1
    18 |             1
    19 |             2

graph20_21_148.txt: 
Min Cuts: 57 
S Size | Number of Cuts
     1 |            19
     2 |            10
     3 |             7
     4 |             4
     5 |             2
     6 |             2
     7 |             1
     8 |             1
     9 |             1
    10 |             1
    11 |             1
    12 |             1
    13 |             1
    14 |             1
    15 |             1
    16 |             1
    17 |             1
    18 |             1
    19 |             1

graph20_21_698.txt: 
Min Cuts: 57 
S Size | Number of Cuts
     1 |            19
     2 |            10
     3 |             6
     4 |             4
     5 |             2
     6 |             2
     7 |             1
     8 |             1
     9 |             1
    10 |             1
    11 |             1
    12 |             1
    13 |             1
    14 |             1
    15 |             1
    16 |             1
    17 |             1
    18 |             1
    19 |             2

graph20_21_807.txt: 
Min Cuts: 58 
S Size | Number of Cuts
     1 |            19
     2 |             8
     3 |             5
     4 |             4
     5 |             3
     6 |             2
     7 |             2
     8 |             2
     9 |             2
    10 |             2
    11 |             1
    12 |             1
    13 |             1
    14 |             1
    15 |             1
    16 |             1
    17 |             1
    18 |             1
    19 |             1

graph20_21_90.txt: 
Min Cuts: 58 
