graph20_70_577.txt: 
Min Cuts: 38 
S Size | Number of Cuts
    13 |             0
    14 |             0
    15 |             0
    16 |             0
    17 |             1
    18 |             1
    19 |            17

graph20_70_533.txt: 
Min Cuts: 40 
S Size | Number of Cuts
     1 |            18
     2 |             0
     3 |             2
     4 |             0
     5 |             0
     6 |             0
     7 |             0
     8 |             0
     9 |             0
    10 |             0
    11 |             0
    12 |             0
    13 |             0
    14 |             0
    15 |             0
    16 |             0
    17 |             1
    18 |             4
    19 |            15

graph20_70_885.txt: 
Min Cuts: 40 
S Size | Number of Cuts
     1 |            18
     2 |             1
     3 |             0
     4 |             0
     5 |             0
     6 |             0
     7 |             0
     8 |             1
     9 |             0
    10 |             0
    11 |             0
    12 |             0
    13 |             0
    14 |             0
    15 |             0
    16 |             0
    17 |             1
    18 |             3
    19 |            16

graph20_70_570.txt: 
Min Cuts: 40 
S Size | Number of Cuts
     1 |            17
     2 |             1
     3 |             0
     4 |             0
     5 |             0
     6 |             0
     7 |             0
     8 |             0
     9 |             0
    10 |             0
    11 |             0
    12 |             0
    13 |             0
    14 |             0
    15 |             1
    16 |             1
    17 |             1
    18 |             5
    19 |            14

graph20_70_989.txt: 
Min Cuts: 40 
S Size | Number of Cuts
     1 |            18
     2 |             3
     3 |             0
     4 |             0
     5 |             0
     6 |             0
     7 |             0
     8 |             0
     9 |             0
    10 |             0
    11 |             0
    12 |             0
    13 |             0
    14 |             0
    15 |             0
    16 |             0
    17 |             0
    18 |             3
    19 |            16

graph20_70_539.txt: 
Min Cuts: 40 
S Size | Number of Cuts
     1 |            19
     2 |             0
     3 |             0
     4 |             0
     5 |             0
     6 |             0
     7 |             0
     8 |             0
     9 |             0
    10 |             0
    11 |             0
    12 |             0
    13 |             0
    14 |             0
    15 |             0
    16 |             1
    17 |             0
    18 |             4
    19 |            16

graph20_70_384.txt: 
Min Cuts: 40 
S Size | Number of Cuts
     1 |            18
     2 |             2
     3 |             0
     4 |             0
     5 |             0
     6 |             0
     7 |             0
     8 |             0
     9 |             0
    10 |             0
    11 |             0
    12 |             0
    13 |             0
    14 |             0
    15 |             0
    16 |             0
    17 |             0
    18 |             3
    19 |            17

graph20_70_706.txt: 
Min Cuts: 40 
S Size | Number of Cuts
     1 |            19
     2 |             1
     3 |             0
     4 |             0
     5 |             0
     6 |             0
     7 |             0
     8 |             0
     9 |             0
    10 |             0
    11 |             0
    12 |             0
    13 |             0
    14 |             0
    15 |             0
    16 |             1
    17 |             0
    18 |             5
    19 |            14

graph20_70_74.txt: 
Min Cuts: 40 
S Size | Number of Cuts
     1 |            17
     2 |             4
     3 |             0
     4 |             0
     5 |             0
     6 |             0
     7 |             0
     8 |             0
     9 |             0
    10 |             0
    11 |             0
    12 |             0
    13 |             0
    14 |             0
    15 |             0
    16 |             0
    17 |             0
    18 |             2
    19 |            17

graph20_70_340.txt: 
Min Cuts: 40 
S Size | Number of Cuts
     1 |            17
     2 |             4
     3 |             0
     4 |             0
     5 |             0
     6 |             0
     7 |             0
     8 |             0
     9 |             0
    10 |             0
    11 |             0
    12 |             0
    13 |             0
    14 |             0
    15 |             0
    16 |             0
    17 |             1
    18 |             2
    19 |            16

graph20_70_779.txt: 
Min Cuts: 40 
S Size | Number of Cuts
     1 |            20
     2 |             1
     3 |             0
     4 |             0
     5 |             0
     6 |             0
     7 |             0
     8 |             0
     9 |             0
    10 |             0
    11 |             0
    12 |             0
    13 |             0
    14 |             0
    15 |             0
    16 |             1
    17 |             1
    18 |             3
    19 |            14

graph20_70_578.txt: 
Min Cuts: 40 
S Size | Number of Cuts
     1 |            19
     2 |             1
     3 |             0
     4 |             0
     5 |             0
     6 |             0
     7 |             0
     8 |             0
     9 |             0
    10 |             0
    11 |             0
    12 |             0
    13 |             0
    14 |             1
    15 |             0
    16 |             0
    17 |             0
    18 |             0
    19 |            19

graph20_70_928.txt: 
Min Cuts: 40 
S Size | Number of Cuts
     1 |            17
     2 |             0
     3 |             2
     4 |             1
     5 |             0
     6 |             0
     7 |             0
     8 |             0
     9 |             0
    10 |             0
    11 |             0
    12 |             0
    13 |             0
    14 |             0
    15 |             0
    16 |             0
    17 |             2
    18 |             4
    19 |            14

graph20_70_163.txt: 
Min Cuts: 40 
S Size | Number of Cuts
     1 |            18
     2 |             1
     3 |             0
     4 |             0
     5 |             0
     6 |             0
     7 |             0
     8 |             0
     9 |             0
    10 |             0
    11 |             0
    12 |             0
    13 |             0
    14 |             1
    15 |             0
    16 |             0
    17 |             1
    18 |             3
    19 |            16

graph20_70_737.txt: 
Min Cuts: 40 
S Size | Number of Cuts
     1 |            17
     2 |             4
     3 |             0
     4 |             0
     5 |             0
     6 |             0
     7 |             0
     8 |             0
     9 |             0
    10 |             0
    11 |             0
    12 |             0
    13 |             0
    14 |             0
    15 |             0
    16 |             0
    17 |             0
    18 |             5
    19 |            14

graph20_70_208.txt: 
Min Cuts: 40 
S Size | Number of Cuts
     1 |            15
     2 |             3
     3 |             1
     4 |             1
     5 |             0
     6 |             0
     7 |             0
     8 |             0
     9 |             0
    10 |             0
    11 |             0
    12 |             0
    13 |             0
    14 |             0
    15 |             0
    16 |             1
    17 |             0
    18 |             3
    19 |            16

graph20_70_312.txt: 
Min Cuts: 41 
S Size | Number of Cuts
     1 |            17
     2 |             4
     3 |             0
     4 |             1
     5 |             0
     6 |             0
     7 |             0
     8 |             0
     9 |             0
    10 |             0
    11 |             0
    12 |             0
    13 |             0
    14 |             0
    15 |             0
    16 |             1
    17 |             0
    18 |             2
    19 |            16

graph20_70_961.txt: 
Min Cuts: 41 
S Size | Number of Cuts
     1 |            18
     2 |             3
     3 |             0
     4 |             0
     5 |             0
     6 |             0
     7 |             0
     8 |             0
     9 |             0
    10 |             0
    11 |             0
    12 |             0
    13 |             0
    14 |             0
    15 |             0
    16 |             0
    17 |             1
    18 |             2
    19 |            17

graph20_70_686.txt: 
Min Cuts: 41 
S Size | Number of Cuts
     1 |            19
     2 |             1
     3 |             0
     4 |             0
     5 |             0
     6 |             0
     7 |             0
     8 |             0
     9 |             0
    10 |             0
    11 |             0
    12 |             0
    13 |             0
    14 |             0
    15 |             1
    16 |             0
    17 |             2
    18 |             3
    19 |            15

graph20_70_273.txt: 
Min Cuts: 41 
S Size | Number of Cuts
     1 |            17
     2 |             2
     3 |             2
     4 |             0
     5 |             0
     6 |             0
     7 |             0
     8 |             0
     9 |             0
    10 |             0
    11 |             0
    12 |             0
    13 |             0
    14 |             0
    15 |             0
    16 |             0
    17 |             0
    18 |             5
    19 |            15

graph20_70_950.txt: 
Min Cuts: 41 
S Size | Number of Cuts
     1 |            18
     2 |             3
     3 |             0
     4 |             0
     5 |             0
     6 |             0
     7 |             0
     8 |             0
     9 |             0
    10 |             0
    11 |             0
    12 |             0
    13 |             0
    14 |             0
    15 |             0
    16 |             0
    17 |             2
    18 |             4
    19 |            14

graph20_70_486.txt: 
Min Cuts: 41 
S Size | Number of Cuts
     1 |            18
     2 |             4
     3 |             0
     4 |             0
     5 |             0
     6 |             0
     7 |             0
     8 |             0
     9 |             0
    10 |             0
    11 |             0
    12 |             0
    13 |             0
    14 |             0
    15 |             0
    16 |             0
    17 |             1
    18 |             3
    19 |            15

graph20_70_968.txt: 
Min Cuts: 41 
S Size | Number of Cuts
     1 |            16
     2 |             4
     3 |             0
     4 |             0
     5 |             0
     6 |             0
     7 |             0
     8 |             0
     9 |             0
    10 |             0
    11 |             0
    12 |             0
    13 |             0
    14 |             0
    15 |             0
    16 |             0
    17 |             0
    18 |             3
    19 |            18

graph20_70_348.txt: 
Min Cuts: 41 
S Size | Number of Cuts
     1 |            15
     2 |             4
     3 |             1
     4 |             0
     5 |             0
     6 |             0
     7 |             0
     8 |             0
     9 |             0
    10 |             0
    11 |             0
    12 |             0
    13 |             0
    14 |             0
    15 |             0
    16 |             0
    17 |             1
    18 |             4
    19 |            16

graph20_70_346.txt: 
Min Cuts: 41 
S Size | Number of Cuts
     1 |            13
     2 |             5
     3 |             3
     4 |             1
     5 |             0
     6 |             0
     7 |             0
     8 |             0
     9 |             0
    10 |             0
    11 |             0
    12 |             0
    13 |             0
    14 |             0
    15 |             0
    16 |             0
    17 |             0
    18 |             2
    19 |            17

graph20_70_652.txt: 
Min Cuts: 41 
S Size | Number of Cuts
     1 |            17
     2 |             2
     3 |             1
     4 |             0
     5 |             0
     6 |             0
     7 |             0
     8 |             0
     9 |             0
    10 |             0
    11 |             0
    12 |             0
    13 |             0
    14 |             0
    15 |             0
    16 |             0
    17 |             2
    18 |             1
    19 |            18

graph20_70_644.txt: 
Min Cuts: 41 
S Size | Number of Cuts
     1 |            16
     2 |             5
     3 |             0
     4 |             0
     5 |             0
     6 |             0
     7 |             0
     8 |             0
     9 |             0
    10 |             0
    11 |             0
    12 |             0
    13 |             0
    14 |             0
    15 |             0
    16 |             0
    17 |             0
    18 |             2
    19 |            18

graph20_70_61.txt: 
Min Cuts: 41 
S Size | Number of Cuts
     1 |            20
     2 |             0
     3 |             0
     4 |             0
     5 |             0
     6 |             0
     7 |             0
     8 |             0
     9 |             0
    10 |             0
    11 |             0
    12 |             0
    13 |             0
    14 |             0
    15 |             1
    16 |             0
    17 |             1
    18 |             2
    19 |            17

graph20_70_937.txt: 
Min Cuts: 41 
S Size | Number of Cuts
     1 |            17
     2 |             3
     3 |             0
     4 |             0
     5 |             0
     6 |             0
     7 |             0
     8 |             0
     9 |             0
    10 |             0
    11 |             0
    12 |             0
    13 |             0
    14 |             0
    15 |             0
    16 |             0
    17 |             3
    18 |             5
    19 |            13

graph20_70_755.txt: 
Min Cuts: 41 
S Size | Number of Cuts
     1 |            19
     2 |             2
     3 |             0
     4 |             0
     5 |             0
     6 |             0
     7 |             0
     8 |             0
     9 |             0
    10 |             0
    11 |             0
    12 |             0
    13 |             0
    14 |             0
    15 |             0
    16 |             0
    17 |             0
    18 |             2
    19 |            18

graph20_70_184.txt: 
Min Cuts: 41 
S Size | Number of Cuts
     1 |            19
     2 |             1
     3 |             0
     4 |             0
     5 |             0
     6 |             0
     7 |             0
     8 |             0
     9 |             0
    10 |             0
    11 |             0
    12 |             0
    13 |             0
    14 |             0
    15 |             0
    16 |             0
    17 |             1
    18 |             4
    19 |            16

graph20_70_555.txt: 
Min Cuts: 41 
S Size | Number of Cuts
     1 |            14
     2 |             4
     3 |             1
     4 |             0
     5 |             0
     6 |             0
     7 |             0
     8 |             0
     9 |             1
    10 |             0
    11 |             0
    12 |             0
    13 |             0
    14 |             1
    15 |             1
    16 |             1
    17 |             0
    18 |             3
    19 |            15

graph20_70_20.txt: 
Min Cuts: 41 
S Size | Number of Cuts
     1 |            14
     2 |             4
     3 |             3
     4 |             0
     5 |             0
     6 |             0
     7 |             0
     8 |             0
     9 |             0
    10 |             0
    11 |             0
    12 |             0
    13 |             0
    14 |             0
    15 |             0
    16 |             0
    17 |             0
    18 |             5
    19 |            15

graph20_70_291.txt: 
Min Cuts: 41 
S Size | Number of Cuts
     1 |            16
     2 |             6
     3 |             0
     4 |             1
     5 |             0
     6 |             0
     7 |             0
     8 |             0
     9 |             0
    10 |             0
    11 |             0
    12 |             0
    13 |             0
    14 |             0
    15 |             0
    16 |             0
    17 |             1
    18 |             2
    19 |            15

graph20_70_797.txt: 
Min Cuts: 41 
S Size | Number of Cuts
     1 |            20
     2 |             1
     3 |             0
     4 |             0
     5 |             0
     6 |             0
     7 |             0
     8 |             0
     9 |             0
    10 |             0
    11 |             0
    12 |             0
    13 |             0
    14 |             0
    15 |             1
    16 |             0
    17 |             0
    18 |             4
    19 |            15

graph20_70_203.txt: 
Min Cuts: 41 
S Size | Number of Cuts
     1 |            16
     2 |             4
     3 |             0
     4 |             0
     5 |             0
     6 |             0
     7 |             0
     8 |             0
     9 |             0
    10 |             0
    11 |             0
    12 |             0
    13 |             0
    14 |             0
    15 |             0
    16 |             0
    17 |             1
    18 |             4
    19 |            16

graph20_70_478.txt: 
Min Cuts: 41 
S Size | Number of Cuts
     1 |            19
     2 |             3
     3 |             0
     4 |             0
     5 |             0
     6 |             0
     7 |             0
     8 |             0
     9 |             0
    10 |             0
    11 |             0
    12 |             0
    13 |             0
    14 |             0
    15 |             0
    16 |             0
    17 |             1
    18 |             5
    19 |            13

graph20_70_718.txt: 
Min Cuts: 41 
S Size | Number of Cuts
     1 |            18
     2 |             1
     3 |             0
     4 |             0
     5 |             0
     6 |             0
     7 |             0
     8 |             0
     9 |             0
    10 |             0
    11 |             0
    12 |             0
    13 |             0
    14 |             0
    15 |             0
    16 |             0
    17 |             2
    18 |             3
    19 |            17

graph20_70_209.txt: 
Min Cuts: 41 
S Size | Number of Cuts
     1 |            19
     2 |             1
     3 |             0
     4 |             0
     5 |             0
     6 |             0
     7 |             0
     8 |             0
     9 |             0
    10 |             0
    11 |             0
    12 |             0
    13 |             0
    14 |             0
    15 |             0
    16 |             0
    17 |             1
    18 |             2
    19 |            18

graph20_70_944.txt: 
Min Cuts: 41 
S Size | Number of Cuts
     1 |            16
     2 |             2
     3 |             0
     4 |             0
     5 |             1
     6 |             0
     7 |             0
     8 |             0
     9 |             0
    10 |             0
    11 |             0
    12 |             0
    13 |             0
    14 |             0
    15 |             0
    16 |             0
    17 |             0
    18 |             4
    19 |            18

graph20_70_687.txt: 
Min Cuts: 41 
S Size | Number of Cuts
     1 |            15
     2 |             5
     3 |             1
     4 |             0
     5 |             0
     6 |             1
     7 |             0
     8 |             0
     9 |             0
    10 |             0
    11 |             0
    12 |             0
    13 |             0
    14 |             0
    15 |             0
    16 |             0
    17 |             0
    18 |             2
    19 |            17

graph20_70_34.txt: 
Min Cuts: 41 
S Size | Number of Cuts
     1 |            16
     2 |             3
     3 |             3
     4 |             0
     5 |             0
     6 |             0
     7 |             0
     8 |             0
     9 |             0
    10 |             0
    11 |             0
    12 |             0
    13 |             0
    14 |             0
    15 |             0
    16 |             0
    17 |             0
    18 |             2
    19 |            17

graph20_70_191.txt: 
Min Cuts: 41 
S Size | Number of Cuts
     1 |            15
     2 |             4
     3 |             0
     4 |             0
     5 |             0
     6 |             0
     7 |             0
     8 |             0
     9 |             0
    10 |             0
    11 |             0
    12 |             0
    13 |             0
    14 |             0
    15 |             0
    16 |             1
    17 |             2
    18 |             6
    19 |            13

graph20_70_417.txt: 
Min Cuts: 41 
S Size | Number of Cuts
     1 |            20
     2 |             1
     3 |             1
     4 |             0
     5 |             0
     6 |             0
     7 |             0
     8 |             0
     9 |             0
    10 |             0
    11 |             0
    12 |             0
    13 |             0
    14 |             0
    15 |             1
    16 |             1
    17 |             0
    18 |             4
    19 |            13

graph20_70_544.txt: 
Min Cuts: 41 
S Size | Number of Cuts
     1 |            17
     2 |             3
     3 |             1
     4 |             2
     5 |             0
     6 |             0
     7 |             0
     8 |             0
     9 |             0
    10 |             0
    11 |             0
    12 |             0
    13 |             0
    14 |             0
    15 |             0
    16 |             0
    17 |             0
    18 |             2
    19 |            16

graph20_70_249.txt: 
Min Cuts: 41 
